geneid1,geneid2
408,4905
2885,9045
25942,51564
53826,55142
22874,54477
6626,9775
11144,5888
6464,79607
10594,58509
1616,7314
115106,54550
2885,6667
4188,9140
10285,23524
7053,84464
10401,5241
1015,1499
213,26278
10643,6626
695,8797
5495,5515
25962,29127
3856,5327
1029,595
3683,3732
10253,5733
23542,2634
29763,5594
8724,9100
6434,7919
1116,1116
5566,6262
140597,25920
213,84464
2670,7431
1432,7535
3949,4043
51645,8449
24140,4282
57473,5774
119392,24144
672,7321
4670,6189
23650,54620
10073,7514
65125,8218
10128,1147
2353,5104
1398,3073
23049,7157
431707,8861
22839,8831
3178,8175
9219,925
6137,6204
26330,98
10868,54989
5704,5713
2047,2051
498,8668
1153,6432
3320,4691
9113,9113
55646,6181
4215,6279
6223,6223
10025,23097
3106,60496
23291,8454
10640,79839
10465,8449
51440,7337
27257,8409
2058,83858
6233,6235
2178,2187
1387,26205
140545,51013
4670,8899
5591,79016
51503,51729
4488,5450
10946,58509
5515,9319
4215,8366
10524,57664
220082,51545
26100,51100
2969,3360
3706,5331
1974,4904
408050,408050
6011,801
24148,6629
22954,79810
3921,5901
3241,386681
2033,6925
5710,5710
10480,6141
387,6242
125,8854
191,23743
10488,55266
5336,5987
166012,55790
57504,9112
23580,7046
339231,5147
659,659
8354,8361
2197,6192
6159,6176
5111,81620
1609,5332
23186,9425
23641,5552
79444,840
3881,7568
150684,207
2923,2923
2035,22818
2885,81542
3174,634
740,79590
23016,23517
83443,84844
1654,7919
1213,23118
6307,6310
25873,6161
4508,522
25842,7290
55114,6714
22938,79228
4343,6626
6839,9734
10946,6628
405,6492
54033,63948
7871,80143
51130,6280
6293,9852
2896,348487
23560,6159
121504,2885
5250,9045
7531,84080
409,7277
54948,55173
1103,5579
5914,688
6144,6218
4698,4722
2189,6709
24144,79002
64963,65008
672,675
6872,9219
8065,8452
1020,5338
23450,6175
10594,4809
10056,3837
339,339
3881,945
4670,6160
6386,997
10927,598
10001,23097
373156,4686
11340,11340
3692,4116
3856,5604
4067,974
3308,3320
6154,6749
288,57731
213,7532
3579,408
10808,5048
1468,192670
6229,81027
388677,4601
207,26060
1610,26
23450,57835
123722,166
7185,9093
7322,9538
27292,5245
50807,6456
2771,5245
6191,8349
10946,56949
1653,2130
1665,51362
7185,958
4869,5610
3735,6202
23201,7335
64769,83746
3065,4084
51755,53938
5358,7428
372,51272
1018,3725
3313,5971
4141,9255
2572,2806
6170,81027
25949,6633
4087,8928
3725,5530
2534,89790
27043,4343
4690,9472
2125,6700
26151,57562
6171,6176
2177,8658
10642,8487
10006,7410
6223,8664
10640,5898
23385,5664
3554,3654
3795,3795
1839,4054
4176,9240
11331,9775
5440,84246
24148,84321
6853,6853
4174,728937
1019,9276
51729,5500
55663,84547
10928,51421
10946,3187
53938,58509
3183,8932
1411,1414
269,658
3551,4069
63893,9557
5430,9412
2688,8343
2246,6284
51645,57703
4790,801
2770,2867
29993,6711
1040,5338
22900,842
26354,6161
57129,65005
2647,8120
302,8668
4791,9759
10294,6188
4137,815
4223,83899
7421,8805
3303,5710
1460,6117
1917,6191
23204,51763
51720,5198
10452,54543
4544,55737
3848,4193
10597,58513
4666,55183
10492,222235
7021,7329
5830,5830
4088,9863
10466,324
5042,9775
6927,6927
11184,6714
5925,860
1386,3801
1965,5501
2520,887
1636,1958
10891,904
22976,55291
6452,7409
3187,60
11007,2146
4848,57472
11035,59345
23389,90390
79839,84708
5127,7532
1643,9978
55646,6222
1600,23126
2209,27040
10783,3881
114823,6606
51602,6173
2821,7316
221,222
30819,30820
25978,25978
10465,10643
10728,9049
4537,7384
10856,1665
3725,6613
3308,5894
10672,999
6156,7846
151871,1856
2521,4691
1537,374291
27043,6165
2597,5594
4736,8883
3839,4000
23089,8933
6595,6872
5931,8467
22907,6498
57159,64769
5894,8625
1280,712
25788,5888
10524,79676
26137,5468
407,6010
5599,6195
6197,9750
23020,6138
1855,23002
10514,6201
1163,890
3621,6597
1655,55094
8349,8453
7046,79674
4116,56949
8766,8850
1288,5008
200186,7529
6887,862
5987,84062
123722,147687
302,5340
3608,55037
5520,7157
3643,5335
6125,6201
213,26165
84811,8563
5968,7917
4173,84515
200261,386681
1020,5829
6613,732272
5394,9020
10016,1612
55734,64782
5639,89885
4714,4720
2885,4130
23582,9670
22870,91526
11161,301
6427,8487
23451,6427
6176,6189
64432,84311
6168,6223
5599,56940
1375,6785
356,4478
19,27295
4609,5982
11051,1937
4792,6197
26524,84962
10594,58517
5079,5079
25814,373156
1462,6347
164592,6517
28511,4792
1153,5356
4904,6154
386681,64782
386682,94005
8936,9322
7376,8431
3065,55671
10001,400569
26353,5781
51340,51645
375260,54477
55,55
6386,6804
10935,10935
10935,80724
3106,8833
5338,8682
2908,2909
203068,7529
23612,79711
54793,54906
2187,80010
329,55840
63915,84343
6605,93426
10969,6218
6449,6696
23020,27292
1612,8772
1029,3091
55024,5879
26034,27128
4831,8343
167838,285782
11331,3609
8408,9776
11338,9589
51340,57461
6455,8312
5609,57761
22827,7756
6194,8451
10672,5581
30820,3751
1655,2130
4842,5777
4922,5550
2201,4087
3035,6217
8663,9960
6141,6155
5708,7532
10975,1340
1432,3735
2908,5451
497661,6192
51021,6142
6170,6176
1374,6319
10499,3551
54918,6613
27242,8676
23450,6878
3608,6191
11030,7428
408,84282
22806,29948
11097,5580
3662,9636
4793,57805
2316,3551
5901,5905
6015,6749
6206,84640
5265,5265
10495,55068
55885,6095
11143,7862
64783,9343
51642,64951
1965,9833
9410,9589
4284,801
115817,388677
2114,7291
3643,4087
10920,5430
27124,5334
10915,4189
6696,6928
29911,9729
22948,55844
170850,3745
2778,4193
10514,25873
30827,9070
58509,9129
4509,498
1107,1385
373156,400
128308,64976
6429,6431
56945,64968
408,4641
10783,5934
3883,991
10992,23450
10529,64753
340061,57506
10048,54514
10569,6631
598,823
3111,5966
6150,64979
8907,9666
3801,999
50804,84342
25873,3921
23020,6426
1314,6137
10168,7428
10152,53616
1152,387923
51132,7322
2215,325
100505385,100505385
116540,63875
1912,220965
1642,6217
4170,7178
391257,6660
6868,7039
11283,1557
1650,57171
3178,3181
10285,84811
10971,2811
5469,6830
1933,7846
81628,9841
3635,5332
11218,6194
6625,6628
5243,5584
6045,84678
301,5901
79622,84708
2931,595
51373,55173
11337,161582
10142,4105
5300,5932
29105,9584
2783,2932
125115,221
6204,7189
2261,8822
3117,333
148022,8737
5948,9227
3329,3881
9441,9969
54880,6045
10640,84312
6158,6229
50943,7276
79228,84991
3931,81579
10569,51747
24144,24148
388633,6505
4714,4719
4236,51690
23710,6788
2274,467
2956,5984
3326,3689
23107,3608
388677,8763
25900,7518
169792,51684
64396,8553
23013,51428
2597,5966
23405,6142
23133,9070
103,2547
1915,1975
115,5152
2071,4609
10056,1655
125115,78990
6161,7150
10286,125115
1230,3716
2597,5050
148581,84676
63893,653067
23517,24144
10250,11338
27336,9785
57703,6635
10498,6599
10523,6636
80209,9070
53615,85509
3326,3326
26986,6201
1938,6209
84246,9862
2243,3500
5250,6187
23450,25949
8554,9349
3184,6202
10573,65003
1601,4036
2965,5335
54507,7205
1001,1500
7375,9470
10575,29110
10989,7917
64975,64981
51069,6182
1026,9362
4292,83990
23451,293
3655,3732
3838,6871
2889,4690
5588,6383
10957,5914
10549,6915
55031,9179
6774,7432
55660,79837
4686,9775
54554,8085
6144,6897
10919,7132
22888,7322
7534,8330
7024,7917
10283,3178
3251,60491
65220,84708
4670,6144
5438,55588
11073,1869
5499,5499
10015,6605
1936,5700
23710,84078
1659,23450
6129,9040
10189,6426
4728,4729
6457,8867
7917,9869
125115,55633
5230,5603
6175,6949
2784,2792
55168,84311
125,219
388633,4118
3069,382
22919,22924
2125,3713
6134,6228
2885,5110
23198,3312
5565,83755
23451,292
8243,9112
23164,387
56949,60625
10492,8487
23450,7533
5564,80279
1024,6605
3394,64750
22827,29789
1654,22938
6210,6949
10482,23641
1576,8856
3778,3779
79723,79813
11030,129807
658,659
79596,958
3622,5931
26824,55599
115106,7185
5610,840
4155,4316
3183,6176
5562,7249
3032,3157
55729,7329
3265,5599
4225,5588
1717,84319
23162,5599
55041,84970
23517,9939
1026,7123
113,5149
58509,6637
114034,26824
23063,8243
3550,80145
6476,6721
55333,83878
221154,4155
353332,9319
4318,7058
3225,3235
208,7015
26153,408
7276,732272
6134,6181
1308,3898
2885,6709
653121,80022
8237,84172
1457,672
1017,6232
4170,8239
83593,8945
3735,4141
10285,7756
51631,6128
132321,9319
1892,5062
55114,64398
3050,386675
4696,4719
6688,6689
284252,7329
26608,6128
6143,6209
4747,6709
3936,65125
3786,801
6152,6204
4093,8663
6595,7421
26354,497661
2176,6189
10146,29889
2309,57708
27159,64772
4924,7917
408,4214
54921,5984
25873,6228
79036,9513
23759,9410
1103,5590
1238,6352
5111,6194
220,438
6146,6217
22907,8841
7476,8326
4673,7157
4214,5058
26523,9782
3188,83659
1601,351
3838,5441
29088,51021
1739,3932
6045,64750
10594,4076
23517,27258
7490,9391
5781,6599
26121,9589
5250,6129
5159,6772
26229,55454
5111,5501
10615,64927
11250,2534
166,6498
10664,3836
10891,5469
55728,602
3251,55093
1147,3858
7186,8737
1642,3735
51340,51428
1017,4626
55114,998
5525,6464
10152,3801
2932,6625
7532,90102
10397,4691
51729,51747
222546,85302
22907,5976
1548,5451
6152,83858
26088,54812
124220,56893
29074,51023
1050,861
81605,984
10922,4188
4067,8935
3838,4163
4110,84767
672,7329
374291,4713
6144,6204
23172,64750
3183,9329
127,221
23345,6222
2670,5588
7185,84433
1147,3654
4236,4686
5888,675
339390,4296
2263,5241
1029,3312
55500,9791
11137,6949
5588,836
8065,8533
10056,6141
4224,5741
55054,6621
51593,84811
2526,6403
23521,4673
22948,29966
3760,3763
25962,3550
2332,6203
10155,1107
5771,6772
8607,9051
2197,6129
11074,7323
11338,6949
5573,6218
4089,5054
1045,1045
2175,3437
3459,821
1995,2130
1314,3326
23426,2893
2246,6187
1659,94104
5955,6773
23517,55844
7770,80321
56650,6635
23039,8848
2104,801
1386,5371
27034,2879
25873,6171
23398,27258
10235,4893
10159,5972
5133,9349
10975,4723
54715,6310
2146,23512
1938,6134
3386,6005
23612,9183
10989,3835
10285,8100
7156,80010
23054,9070
23650,2623
10743,55534
55656,57117
408050,55729
51373,64965
55070,9978
1019,332
29058,57085
4780,5580
126961,3020
29110,3663
5832,84264
3550,8563
7597,84445
11091,57680
10980,5430
1385,3630
5603,6662
3312,5591
2634,2932
25865,6625
1410,598
5705,5721
4194,472
11213,353376
55094,9416
11116,11116
1655,309
11167,7048
51065,51191
3280,5584
23499,58
2697,2885
1786,7534
4842,6640
551,5978
55037,8241
23020,51593
29889,3725
6173,6223
4756,5747
147525,3881
10959,10972
116496,2274
1326,25
1999,9636
3688,7058
1956,5359
64786,80254
88,8850
408,8443
144347,2316
51082,5437
123169,79577
1159,1159
26140,81873
1114,7343
6224,6227
10081,23451
171483,6590
29922,4747
54532,57002
2332,6130
5901,8344
11143,400714
4696,7384
1738,586
64112,817
10397,5701
4223,653240
23263,27043
3032,4791
117286,4222
10193,6293
6880,9343
488,6271
6607,79008
11282,4249
1852,5595
55967,7381
10048,595
1795,4739
10525,7038
1387,1871
3191,5976
4176,7316
5710,5711
6142,8342
10419,9349
1060,401541
11034,3984
10592,25942
5371,7156
53615,57333
2623,5595
55872,57562
861,9139
6647,9377
2638,70
2885,6234
4163,5202
63892,83878
6202,8342
1400,217
3183,8175
25870,9372
5300,9240
4316,960
11091,84661
10856,5352
10285,79002
3020,8520
386676,51545
27336,6638
5119,79643
23054,2353
130502,85302
5300,5315
2834,9463
1742,5071
1019,8317
10263,1104
10926,4171
2764,7189
10951,8353
10989,648
10291,9611
1665,57703
2768,5579
125115,7568
1832,3713
5522,6950
23521,3185
6209,6232
23291,54882
5648,717
11030,220164
23028,25942
29105,9716
23405,6128
25,4067
51433,991
10436,4173
2110,4697
7083,9869
3838,5324
207,7316
1499,2241
11007,23641
23398,6426
7186,805
2290,4089
355,6667
4929,4976
6206,6233
1234,6351
51191,6138
5494,773
1114,6258
10492,26986
6171,6231
11100,23411
4179,977
140901,4089
1607,257068
1020,1020
23152,7534
472,7415
30011,832
2911,9455
3312,81
10010,80149
7514,8741
257068,56623
6311,87
24144,9984
2091,7307
1601,3949
3184,6129
22807,23309
3985,9475
4204,6595
513,539
7534,7846
25962,51340
51171,5252
7273,7416
1746,1749
3065,55743
5567,8736
1962,34
7307,8899
3832,51592
4835,6667
56945,6124
10209,93145
5058,5108
6426,7153
84528,9911
4170,7416
1387,19
1795,2885
10603,3717
2130,8841
5573,5903
7157,84447
3921,6136
51147,89797
6613,7155
5708,6612
151230,310
1665,84321
1655,220988
3783,7316
11151,7057
10286,22827
1660,64783
1385,8543
54881,9533
3643,7529
3838,6446
4539,4715
23345,51202
170506,22907
29109,7328
4670,6628
2896,6449
5865,90
5411,5411
51224,54819
24140,5034
3710,7222
3567,3567
5119,9101
6159,8886
3105,5566
7307,9785
55054,7203
4436,672
1544,3292
2100,9412
26548,5914
3107,4478
26173,5430
114548,29108
10971,64837
23517,26019
26523,51065
10163,1457
373,6477
3106,5706
56886,9641
11218,6210
5356,54504
4176,4665
7170,93426
5597,8870
10891,9970
55646,6229
410,659
6147,6175
4700,54539
5567,5577
57591,6722
6187,9040
7329,93487
6629,9295
1017,84823
10413,23559
10539,84970
55611,9101
1027,9978
2202,7186
24140,5928
57599,6418
10765,2904
4292,4438
2648,8295
1956,4190
27148,2737
55226,6184
1956,6098
27161,8575
10054,10055
23646,4790
2318,4690
2786,5894
10488,3488
221504,26009
6207,6232
25949,9295
54477,80233
29941,5337
89885,9117
1789,55284
65125,7140
3786,805
1026,5602
55003,81887
1021,3925
5174,9368
2189,2189
220988,22827
6386,91369
5916,912
217,26
1725,22846
10146,5921
6257,7415
117178,57159
6256,9326
204,654364
2547,6678
4089,5989
3064,9001
2688,3183
6426,6626
29760,7534
5970,6615
28976,80724
9953,9954
23404,65109
374907,8703
2956,55655
23560,6158
5018,740
51147,9767
83874,9351
7265,95
6634,9410
4170,581
3622,4086
6628,7756
28973,64975
3550,84811
375,8546
10419,6601
10213,5708
6165,9782
51065,6210
84532,8659
2783,826
324,8239
28999,5565
2550,468
3326,4793
26071,29979
287015,5715
373,8502
51282,5599
6159,6170
8520,8968
1432,3561
57132,8766
7534,9564
131,219
3238,7185
117583,7532
5394,6667
1665,51116
2113,860
10657,3702
3586,6667
80321,8204
2099,8503
4776,5599
10284,8819
11052,51593
6455,83737
4802,91574
154075,3329
51023,65008
2034,406
3106,79077
2776,7265
10681,54331
1460,997
3065,925
199746,26058
79959,9113
11222,57129
2778,3972
388677,79836
10766,6195
2908,3895
2810,51305
54165,8452
10989,6152
6130,8487
7083,7704
10865,6310
51631,6144
409,6733
2690,5780
128312,22907
2033,5578
11043,146540
22924,6790
1487,8715
6135,7150
24148,6634
10273,207
1650,50628
2,7353
5595,9031
10307,333
11141,23413
388695,6938
284996,6135
10006,8440
23184,3837
57461,9295
3066,51341
30851,6919
1398,18
50650,6464
2091,3007
55193,6604
51690,988
4706,4722
121504,79711
875,875
27044,2961
203068,9070
2099,3480
23705,6386
1544,7923
5058,7566
1742,493
11056,55090
6173,6181
25962,8449
4137,9252
3611,55215
324,476
23649,5425
386678,816
23654,79682
10250,9128
2353,9612
22915,324
4842,8536
167227,5689
1398,9228
60496,84464
10483,133619
11315,1616
4609,55755
8355,8361
1815,2554
9098,91526
10762,3837
5335,84812
23398,29105
293,4790
1029,4691
5966,9703
1213,2906
10892,10892
117144,386676
5328,5578
28954,785
1387,3665
22933,4654
29088,65993
4637,7454
6156,6157
6203,7419
10551,51003
3035,4736
10939,7132
10921,7536
10015,1956
144715,144715
51428,79002
5682,7431
79618,79685
3198,3198
7372,837
163183,3895
115362,115362
3856,983
6625,9150
132660,1875
7124,9919
5976,6138
3181,5245
79077,84273
567,913
116225,388324
1397,5783
80349,8450
11091,55728
11066,6633
116540,116541
5341,5590
701,991
1025,367
1974,6206
3692,78987
1053,60529
54971,9878
1207,6628
6146,6165
1911,65125
3313,5966
60,7088
55093,57159
10383,7414
123722,2098
5690,7277
23405,6745
4772,5970
26258,8120
2064,3691
3146,9094
57532,83899
6323,8453
285753,3860
2033,3661
7132,9218
5526,901
8665,8666
6133,6188
6161,7846
114971,5987
55906,58500
5518,7001
25851,60684
4869,9533
9410,9416
1906,7716
5162,8050
10673,23495
28916,335
91687,9688
259,3169
6878,83860
386675,81567
3329,6169
6210,7533
330,330
23332,7461
4804,7185
6810,6810
4738,6233
3066,8379
23612,26958
5438,57599
51373,64963
1437,1441
1314,26156
10350,9191
10072,509
11092,8848
128653,4232
10915,57703
10946,5356
5516,8312
6310,7916
6880,8161
5718,5721
54512,56915
22920,4232
4691,6146
2186,6594
2122,8850
5423,5883
55696,58517
6144,6235
2099,6597
23759,4343
3187,4116
3718,5771
10900,8907
5201,55845
51608,5347
57120,8325
51631,6261
148,84687
3685,6670
219,4128
160140,801
5036,5564
2146,6185
4702,4712
221,5238
3667,999
3717,9180
3000,5141
4628,57787
23090,6256
4734,81631
22907,6128
554313,8356
10001,55588
3054,54985
114971,4188
203068,9146
79465,8302
6204,7846
2176,6141
