geneid1,geneid2
6293,9589
1956,1969
2669,4728
54532,7053
28952,83878
1439,6772
5371,7050
191,54984
4068,4915
25945,386675
1387,3211
8559,9775
6532,821
55037,6152
3621,5947
2885,5777
226,5213
2898,9463
1277,22801
4926,5885
329,842
6997,91
1314,6142
4193,7874
2354,3725
5582,6624
11136,1915
3475,4654
2597,6201
1501,55914
5709,5718
125115,7773
1746,2547
5347,9700
8061,9586
11103,728937
80306,81857
1822,834
1674,1832
11124,84164
10513,126961
4188,4656
119,22895
22826,26121
25885,8487
3313,5970
2902,5579
147700,3799
26146,7189
10567,56997
9188,9641
5245,6194
55355,8363
10109,999
1841,53
23524,84991
7465,9024
1024,2965
2091,8335
1642,51035
4498,84651
2176,27033
6154,6222
1030,80125
22941,4690
23645,4067
56953,9583
6599,7157
29993,55114
3187,55094
11200,4683
3646,7846
4069,4831
2026,5223
2534,57190
2771,7417
115106,388324
161582,23710
10262,11052
128312,55037
10362,7307
22936,84246
2889,6655
541468,55619
26058,6628
3716,5590
11052,51585
10285,6429
26278,30834
51021,6135
7185,939
10289,338382
11331,51191
2309,5166
25885,5134
4087,64061
654364,7534
23198,5686
57562,84289
11051,23759
411,4758
23281,9586
6133,6217
4192,4691
5105,5106
701,996
8850,93621
386682,58986
7189,8767
6950,7203
4609,6184
4673,6138
2877,6649
10975,4716
10471,5202
213,720
3925,91404
7311,8665
7314,997
540,540
5341,5579
1386,3726
1398,8471
351,9479
863,9611
4691,6138
348995,79902
3612,3612
22843,27185
11036,6908
6141,6170
10289,7178
4705,7386
2547,4683
339390,8021
10158,5174
11082,3689
1956,4684
27292,728937
29974,8436
5269,5624
11278,1487
1024,2099
11338,6125
6167,6205
4780,7138
6147,6223
55729,7532
2931,51324
11043,6615
202559,6386
6167,6176
509,9349
2243,2244
11051,23350
23759,6434
340359,84905
4172,49856
11001,6319
7157,79841
5955,7133
2037,2286
2177,472
4670,7284
11065,11275
3735,6217
284001,9958
2099,902
10197,8161
51081,60488
6169,6203
4088,56288
3283,6667
5725,58155
1114,5586
164153,4223
25942,6599
493,7525
171483,9643
6777,7852
7386,7428
126823,8900
11091,53981
6125,6137
5901,6878
11151,22943
125115,1295
284058,54550
11030,1411
4666,6908
286480,6233
6904,8517
4049,7132
5708,6154
10475,3312
1174,164
1655,8663
26103,26103
5089,7324
10892,2533
6157,6217
11337,4905
4086,64750
51230,8366
8539,9557
4361,571
10189,408
4155,55872
310,5699
1956,5575
1024,6601
4536,4722
7186,7525
165721,9759
405,5371
222662,2686
8220,8899
10006,79574
2966,404672
1191,2885
23326,8464
166,79005
4436,5590
2673,5590
2977,50940
292,6207
22938,60625
2740,408
324,84816
2261,79866
10856,6139
2275,7297
320,9973
10550,91445
254170,6500
10606,983
10947,388552
51340,6429
55696,9128
26986,6122
5597,57580
26156,9045
3661,9677
5591,6633
157285,2810
166,5966
10284,10921
408,7529
10910,23239
2091,2491
4690,56658
11113,388
10128,8454
64783,6628
1576,3172
1915,51649
1387,5928
9013,9014
5777,933
1831,3725
4690,5081
22985,51747
283385,6660
23673,6810
1912,6477
3151,3151
7185,8744
5931,6872
51318,64951
3725,5521
6192,6233
26354,293
51258,64981
11224,9578
4502,84651
7534,9778
23450,26823
10273,55585
2673,80201
81929,8678
23012,23012
57519,9709
5347,63967
7046,81788
5142,5566
1674,5566
3205,4211
3837,5902
2553,7186
10492,387569
3066,9314
388387,54507
3978,7150
4116,9939
5981,6117
11161,8848
9532,9532
10921,1457
10594,10992
125115,253461
29760,971
64682,996
54093,9641
386684,4223
6152,6208
51259,8888
6901,9351
3732,4927
3433,3437
10419,6595
11051,9092
10521,53938
347,8428
3762,3762
54507,84914
11102,58525
2597,498
1460,653361
3218,5087
3799,6293
3312,3921
1511,2153
604,9517
10445,83878
23020,6184
10111,9656
285753,51693
4656,5087
314,6818
125115,945
3837,7431
11006,3635
1007,1016
54556,85403
10969,83858
11269,6159
7532,9855
3791,8829
1557,1588
5341,7046
5585,905
60,7169
51690,6426
51021,6150
10971,6144
10920,9978
57592,729
5241,7818
1060,57332
6165,6223
4225,4225
53938,56949
100533105,2932
5156,6772
10238,7532
4654,9611
4193,7280
3054,90326
1400,6093
10514,26986
2274,55802
11343,5407
25,4253
4809,9879
3181,7150
27330,3164
2185,9600
27111,441521
3566,3718
100131997,353323
129446,8439
56929,9338
2072,6749
2170,51086
2247,5568
3192,83858
36,6647
4625,7004
5664,841
23543,63948
2099,2965
51377,5692
5879,60
6203,728937
10488,5266
10992,6632
2353,4691
6144,6201
6188,6204
30,6648
1937,339448
23673,8411
51428,5356
6124,6169
4711,7381
705,85291
22916,8449
26019,6125
65078,84816
578,7417
10902,85403
64976,65993
1487,9658
4686,6426
3608,6627
1386,5603
10903,4093
10200,2512
8664,9641
79173,9456
1994,83858
3980,8566
10552,51495
23451,9733
57801,84105
6430,84991
23557,780
8819,9611
23107,50628
8499,8541
5683,5689
7469,7936
10746,5586
11269,5111
3881,55093
5930,6606
4026,87
2643,6670
10926,23594
6923,8848
10128,6191
4193,6285
386675,4034
55093,59349
51081,64983
11218,57835
29110,9755
409,4172
10919,1523
27232,5566
10987,7295
2899,2901
55145,55216
6429,6626
3815,4067
51100,79177
5590,7504
4602,6709
11234,3675
1528,6319
7027,84108
5292,864
1051,6722
55717,57332
200958,200958
4086,440275
10277,3002
3140,89885
6176,9551
4915,8878
3707,51196
27429,7186
1314,388698
11130,23468
5441,5966
10565,998
1398,7535
23524,8896
5928,8932
208,51225
23013,51690
10946,9584
64783,7536
1915,6323
3035,7532
1471,5170
23649,51236
55536,55536
156,3269
150483,23199
51421,9189
51645,55696
10594,6629
10465,9092
219541,23350
1837,23336
1642,5929
6137,728937
10053,8905
1967,26003
2100,5469
4686,6625
11218,3066
23533,7706
6932,925
55131,6135
11137,6136
2066,6868
11043,64395
8936,998
22927,5590
25962,6431
10250,6625
25873,6138
54474,54474
4695,4706
51631,6432
2801,285093
1386,9586
26986,8559
152137,7311
6132,6173
171425,30011
23099,407
57333,57542
2784,2787
10488,55454
1593,3172
23043,4690
334,57473
284695,6138
4301,5900
11043,22954
3326,9733
6137,6193
6158,6171
85509,8932
64960,64969
3036,3038
6760,8661
1399,613
4627,5588
11060,6340
1717,55037
7185,7314
3178,54464
5097,55729
1477,8189
3992,80227
3315,7041
5902,8793
6628,8563
22934,401541
157922,6498
314,4953
2805,3945
5702,6310
6181,6222
10297,22919
2017,55114
5689,5693
4602,4685
4311,6146
2534,974
387101,732272
5243,5580
121504,4678
4175,8900
3188,7534
6774,6778
4215,6217
5422,8099
25949,58517
8449,9128
7185,836
2904,5516
58,6198
3309,81027
3312,351
8350,9869
10128,3326
202559,5753
1452,84433
23406,5564
356,841
7320,80349
5553,732272
10253,29763
10419,23450
10253,5336
5099,5499
5013,7306
1997,5966
25904,57472
130,220
165631,165631
25942,6878
5977,84708
2274,3689
2975,6193
10289,5093
1287,9921
10513,51510
6569,9351
10521,55660
23305,5264
11030,166863
286480,51569
4998,6118
5727,6608
115123,7323
1434,5536
6303,84060
23284,7572
4259,892
4707,4723
11224,6228
27185,468
7133,7314
24140,302
192669,203068
25843,5519
5687,7337
223082,7322
84321,9785
1938,3035
10042,8848
7157,9522
4800,7157
3725,5332
29102,6732
4158,5443
125988,7428
3066,6935
6120,6120
113026,27124
3020,8850
6134,9533
6839,861
51428,6629
2874,4438
50863,887
5476,8972
5241,890
51412,57492
4004,4807
10152,166
55012,80125
24144,25962
10240,63931
339,51726
5595,841
10419,2885
3842,6129
6629,94104
4739,5290
26289,9362
55210,7133
5146,55811
1036,2572
28964,5058
7534,811
5621,8444
4841,8850
2997,84464
125950,87
10009,8841
23493,23493
5111,55929
2902,5583
292,6181
10930,339
11252,388228
23543,3185
10921,25888
10013,7277
1520,632
5867,9371
1487,51412
2483,3187
6201,6202
5594,8870
30,51
25949,5356
1915,6362
23451,6222
8655,9112
5802,7280
409,6218
375686,7283
23475,83755
26986,6625
84988,9146
1611,2475
11030,900
1655,6628
6386,83638
3181,6628
6203,6229
6613,9759
54955,6386
6210,6612
6133,65125
29997,3837
1147,9641
1655,6206
23048,3303
5347,636
6095,6095
23085,84078
11102,506
3241,8517
641,6613
3551,8826
3842,8668
11170,30008
7307,84811
2810,3500
219927,64976
302,6129
10188,10188
1146,386682
5692,5698
5597,8663
125170,92840
4488,7089
1499,9978
10915,3550
8661,9140
114824,114824
6147,6160
1994,3183
3320,3646
1460,4311
4350,5701
1762,54938
4212,9326
388552,55330
7157,80204
11156,55622
51366,7324
8651,8660
466,818
10163,10787
10477,9666
4087,9392
4343,9410
5245,6189
23263,6202
43,5051
10116,9856
5245,79836
7536,8683
57120,79647
22931,5147
197131,55643
5241,8554
11052,9641
1974,1977
55778,7532
6418,9641
10499,10499
65983,93100
8905,8906
1230,6772
7341,9640
5470,801
2571,2885
26140,55819
221504,353323
107,5153
3024,8290
3172,335
5781,89858
401135,401135
2885,7700
11198,11335
51318,6182
1595,4047
51160,6233
7381,7991
54472,84823
10236,6606
2931,898
4686,4809
50619,57326
23345,54881
1487,28996
5690,5718
5394,54464
7133,9694
57085,8050
2597,3184
4690,4915
3308,9739
4609,5693
4736,81027
10049,25855
1050,2624
7136,7140
11143,79960
55957,8367
223,92483
9092,9416
51503,5496
54881,6194
6907,9682
3480,9342
7534,9589
10493,23035
26156,54881
8517,9043
114034,6633
1665,6159
3801,9873
23028,5901
27339,8848
4772,6688
1974,51194
1947,2047
6159,6209
1020,2908
6124,6233
11117,66036
3608,8487
51340,6637
1912,84140
116541,54148
10643,6202
291,9733
2296,5308
2060,9185
5888,840
6165,9051
222235,79084
257068,51196
114294,51081
3572,5781
2035,8655
29761,4115
64949,84311
805,8721
10419,3326
22927,708
2960,5434
5599,83737
1869,6046
23243,57473
6128,6192
217,5238
338,7026
1196,79869
2275,9019
57172,818
4831,8801
2033,5468
51755,57819
3024,8361
57136,84695
64960,85302
5781,5781
10111,4361
2091,5936
3559,5581
1983,79016
5093,54033
1892,7077
4093,5318
10643,5976
151254,3881
219854,388633
51692,5725
6154,6161
367,9862
11177,9112
1280,5118
310,6137
6130,81027
2810,613
192669,25777
55052,85302
7581,7581
8216,9759
1639,5347
2047,52
2747,4609
23450,60625
170082,64651
55660,8683
6176,6210
1388,22926
10524,9894
51684,55670
6164,6223
207,5588
10291,25962
861,896
10059,4294
10717,79177
10474,9913
51003,9282
7431,8764
373,4783
6257,7376
55138,9618
1080,821
5430,55588
26589,28973
22796,91949
10743,8216
51023,9801
6193,6230
6154,84319
2801,54734
54535,64170
1912,26051
2959,5434
5962,8904
63875,64975
27129,79666
6627,6925
26523,292
335,712
1892,55268
57159,78990
10569,125115
11338,6181
642658,6662
1326,1981
285590,285590
7273,7273
8220,9984
22794,84305
115992,7321
10093,2885
112950,6837
55299,6137
1499,2010
4830,5879
4116,9416
23612,8813
4704,4719
2079,7555
3937,5295
3572,5329
329,7185
1741,22839
6598,6604
4233,6643
10226,9367
50649,8454
10213,5564
55094,57461
11096,176
5300,8202
10985,55588
1915,54819
23450,23759
4343,51747
6155,6170
1917,8452
54882,83992
10081,79706
3356,4130
6612,7867
6173,9051
4188,84775
1326,7430
7157,7158
29979,65117
1080,9156
115992,7328
5356,57461
2033,6667
4087,4088
79228,8563
3178,3837
1956,25814
1789,8848
55660,5792
10985,293
373156,5796
53335,64396
5250,6224
51324,91647
64397,7329
5604,6885
387893,8360
5888,836
386681,5311
11007,27229
54534,64979
10382,4791
5243,6045
151246,5529
5597,9266
23225,56915
10933,64431
51065,5521
128872,92421
2058,26608
1659,1665
324,6096
29946,58155
5817,6993
4715,6457
2332,388698
208,2318
1981,324
4929,5901
10155,3164
55093,8676
203068,4869
2705,5581
56259,6427
51599,7532
6217,8452
2868,801
3726,467
10144,4208
5867,60
10131,3106
54101,5580
2516,4690
55827,64750
1994,6194
10376,7203
10253,386680
2720,3074
4094,8467
5987,7984
6136,9129
11030,255877
4541,4705
23163,375
2099,9641
2099,7025
1147,9020
386676,51265
3008,8365
22907,292
10445,4110
27097,8850
115704,60493
1069,9738
5970,984
57787,7533
5863,5908
55355,8366
84527,85291
387522,9781
10309,6118
2175,80233
1029,6201
60487,7157
57658,84984
2181,3992
23230,4690
10982,22976
3131,4602
4831,5692
3192,6606
374,896
5915,5915
1616,23384
1827,4215
154313,166
11331,1778
287015,80125
2175,9388
23008,23386
2672,7316
7433,9737
1785,29993
27040,5335
7431,823
79791,9978
10482,4928
26548,5916
84966,84966
3837,5955
6164,6165
26354,6218
2108,79876
10488,4712
8202,8850
27339,3550
6627,7756
64981,9801
1019,1050
23612,4670
6135,7311
51520,9641
55905,5595
4331,55183
51324,57085
353323,9584
60491,79734
4296,5871
3183,3191
2147,6696
23229,57154
6786,983
10254,3718
23062,375
2264,6774
7419,920
6128,6323
10301,7280
6189,728937
3024,9874
85302,92259
2073,2965
4140,5588
1129,2868
5341,8436
28964,55791
3659,8850
57332,7541
1660,9020
6711,7341
29074,92259
3815,5781
4311,8662
156,5578
1674,65125
8563,8896
1636,186
3866,9146
23043,4522
10488,123606
57332,6015
166824,6789
2534,948
51,6649
2033,81620
1822,6585
5682,9641
3656,57161
3065,6667
5469,90390
4717,4718
11092,386681
167838,80321
55165,983
3217,5591
2189,983
1974,6201
10514,9775
10297,10393
124995,26589
115761,135295
7874,85313
506,5170
10521,10992
126070,7494
120892,4478
4914,7314
372,8848
5684,84996
2114,51567
2919,2919
10000,8682
10280,3710
50628,9349
55140,55250
2110,4695
1053,286749
203,53
25885,9533
51340,84321
2800,7786
163,26150
11100,1915
23020,4841
1659,9716
3181,498
1869,8295
53938,9343
10642,6189
10755,4915
1153,202559
55333,93
6187,6732
5276,54557
4905,4905
6142,6170
324,7277
107,50940
10865,11030
3685,5747
57379,6117
1660,8559
6882,8148
55168,64928
6133,7311
10075,23197
11137,3608
10569,7536
3554,9020
10362,51317
6136,6176
57097,84705
24144,440184
10210,7094
3846,51545
6136,9040
6169,6194
1856,57154
7422,7423
10657,5777
6432,6628
10190,4105
57639,81628
10282,171483
118471,6449
4790,7323
100290337,23197
55775,55775
3105,5584
2885,6402
51428,51639
124995,54948
5337,5585
10492,22938
5588,7430
122183,55697
3191,6129
2177,79711
2274,64375
10921,51503
54935,60491
4176,7337
4790,6156
3303,7534
4613,6790
11331,3728
10726,8793
79036,81631
22828,6632
1647,8349
6209,9221
3183,9188
26589,28957
1994,5521
2033,54760
4088,79595
2207,6850
10100,10488
7221,7225
5335,5921
10970,84164
9051,9928
729238,729238
3716,5771
23557,7982
51649,9140
388697,55037
51428,8559
64395,64395
10477,92714
129807,5684
8175,9984
10642,56945
2547,5447
373,60493
132660,9611
7329,8607
386681,55337
5594,8600
10273,6886
64981,92259
54977,54977
55173,7818
146956,6613
9443,9968
1915,6184
11047,3309
28977,65005
5914,8204
51176,9802
1933,7416
5914,6257
25937,7004
8363,9682
10436,1915
1399,5296
23118,7278
11197,386681
118812,373
51021,6147
2064,8651
22927,7157
1398,8651
3183,9219
10498,10847
291,9349
10369,2902
287015,8576
10869,11315
10728,1459
3910,7280
178,83593
6132,6136
126328,2110
3707,56623
170506,284695
147872,8674
3329,6629
10487,7187
6170,6175
1738,80025
6158,9051
1741,2902
204,22978
1398,3667
4758,55907
3064,839
51233,51778
386677,80270
5058,65250
6426,6632
6427,84445
373,5252
10488,56475
63931,64968
4706,7385
4809,6430
1147,147945
1415,1420
3737,5903
11336,5413
2335,4856
3191,7189
5879,8874
1644,7299
51160,51562
408,8362
23013,7536
22826,57703
3881,5563
10915,6434
409,55505
6430,8896
1869,8900
238,238
3141,686
23281,6884
7818,7818
3035,6135
1147,841
1856,5578
83755,84894
333,6622
596,8655
1432,9261
1974,6189
221302,6227
55646,6207
4086,84085
6170,6188
3185,6632
208,2308
2885,5564
167227,54464
27258,6426
5688,79008
80342,85369
10992,3188
1994,54881
6871,8464
5045,6667
5578,7421
10849,3551
57159,84619
10419,8360
54948,79590
1586,6716
10643,8175
2275,79733
731,733
333932,9734
2288,3297
11165,54927
6130,72
1838,81565
3191,6210
56259,7756
10627,7428
203068,3276
166,64782
7083,8916
56975,8848
147687,23371
4833,4833
6996,7161
6198,8663
373509,682
55127,9500
5603,821
119,5583
1017,57122
4173,6118
23059,4656
10326,11030
3192,388698
4089,57381
124637,7385
6721,9126
1155,5058
6142,6143
7321,79101
10250,53938
7273,84676
1460,84324
23513,324
2793,94235
2810,3621
5062,6152
6161,6175
28973,51021
5890,8355
6314,8343
56949,6426
5336,6714
56654,7027
122183,6477
398,5879
10499,8202
10097,3106
4297,5901
10419,509
6168,6209
54331,695
2885,6224
6156,6158
3170,4284
23326,8295
10488,347
5959,5959
10856,8454
128308,29074
22879,57617
3612,8821
6319,6785
8290,8850
113878,51324
4914,7168
6885,9020
4193,6135
55231,57159
1207,6633
1468,4188
6159,6727
10980,55512
6449,7917
26229,5313
23118,7182
220082,84140
231,5081
5600,9252
57096,57459
5314,819
3485,3817
2670,9260
3276,55183
613,6932
23521,388698
373,9929
10713,23759
3675,3732
2870,4160
11035,7316
29974,7185
7321,9577
10538,3662
51340,57819
3293,6783
54507,85280
55143,7329
2354,3727
6124,9221
55660,9092
55037,6144
6389,7915
2332,9045
283899,5562
4512,9693
4086,6935
7529,79084
11171,654364
56288,7074
207,80146
29956,3320
2079,9869
2065,7756
3757,399
127703,3881
5037,5580
1665,9045
100529264,55603
146664,79025
23204,522
55093,84618
3892,4223
2099,9412
2934,9564
4225,5697
283987,57596
767,84708
2130,51778
11338,8449
10421,25788
5000,6347
161582,440738
1975,817
3667,3667
10524,266812
26256,3725
10987,2671
113878,4851
56259,84321
163183,9445
22907,23345
1915,388697
23328,6498
22913,55094
10492,2332
23589,6446
7157,8850
22827,23350
1654,6429
1869,983
2771,7846
10492,6636
11338,81027
55173,64968
409,57584
23162,5601
6443,6444
25885,6749
58477,9500
11007,7538
1938,8451
1827,5530
55723,7324
440568,8379
23181,80125
27190,55540
5321,5594
7386,9377
56953,978
25,7189
10713,219333
160287,8854
6234,9349
54961,60
5464,5603
93474,9832
55768,5887
10286,23524
83540,8526
6125,6227
1211,6257
11017,23398
3656,7098
79682,9733
10284,11091
1655,9584
51631,8087
26003,7185
2534,914
292,81027
5865,805
140890,3725
1956,5581
1665,29105
55183,648
51645,7536
5371,7048
55869,7157
302,634
367,4790
6632,79760
1280,3674
6152,6207
51388,9189
1051,9252
10189,9589
1258,24
100505385,9738
126961,23468
4747,7532
26824,6633
10000,2887
1839,7704
80854,83852
5597,7167
5422,5983
3308,983
3992,6785
6318,7392
6144,6156
140825,6923
2099,27043
10174,221184
1387,1457
5782,7041
10262,4236
4521,55178
2146,3065
1956,79026
55145,81488
401541,55839
3801,7170
1017,8208
1161,56949
6173,6224
1739,815
23450,6160
217,9094
5730,7021
463,55660
1029,3106
3692,689
23759,9416
6598,7155
26160,89884
84105,84164
3191,6194
3842,5901
6161,6206
1072,60
115106,4172
23636,8480
285093,5684
5356,6636
55957,8359
10474,7553
1022,9412
1655,6623
163183,56649
5788,7010
1654,57473
2035,5217
1650,5250
10399,6206
10975,4695
4851,54567
391,4086
10450,8683
8975,9747
54148,6182
3320,4311
287015,81567
55905,7328
5430,56949
170506,6207
220082,90799
213,6018
28996,6672
51295,7099
10987,4738
4790,708
127557,84708
7184,7450
6624,8837
27335,4691
114824,8697
51530,5170
3146,3213
84991,8563
10985,4738
284058,55167
1512,6439
672,9862
51318,64983
29984,9411
10514,3178
5578,9266
57062,617
170506,6203
27043,6184
11177,4087
3938,4758
222,3029
7189,9184
1947,2048
51021,9801
10642,6191
10382,4214
2688,6464
10654,11001
6206,920
3683,7087
22985,8896
23368,4294
1674,81786
4712,4716
3932,6201
3055,5710
64105,91687
10645,65125
56159,8379
56970,9098
1655,9129
388407,7186
54535,84062
11269,9063
1457,84152
26985,8943
6124,6613
5062,6161
11128,2130
5901,8853
6879,7528
2060,6453
6154,9533
26003,4953
311,6277
6133,6323
2885,3265
6152,6210
10189,6637
284695,4904
3190,9775
51116,54148
3856,3881
10951,8354
1660,9879
10006,1398
3146,6872
219927,51116
6367,7412
6837,9439
23557,6000
5250,54881
3953,6774
23612,4641
3163,81533
10262,10569
51762,7431
6143,7311
200576,6446
60561,65117
28964,65265
84528,8812
8848,9757
8079,8601
3846,79843
283987,5932
2099,6598
1654,8563
207,23589
596,6647
51225,7454
55696,56949
1051,6196
11092,57062
1103,4739
5058,8851
5564,7879
113189,55790
7316,84246
56949,9410
100290337,1643
397,8452
4193,4613
6913,6913
1778,55969
3106,6161
3383,4478
55148,8357
5597,7203
22907,55226
6205,8452
6233,7415
10594,7536
65263,65263
10643,6128
10286,79228
10262,5601
10947,8546
5432,55284
5607,5607
6261,818
3188,51021
4155,5580
10992,3084
409,55352
71,9252
3312,5499
25824,54984
1050,3586
6772,8497
351,7374
1785,55588
5013,653240
3708,596
10134,596
5594,6548
3718,6461
23650,84445
2073,2968
2597,3921
23211,6714
598,664
1213,8546
2975,6154
1652,25778
6207,8971
10318,1147
26986,5603
5331,5336
24148,24148
60561,80314
3303,999
64708,8533
2064,2066
2812,5567
51690,51747
10514,26608
5335,81875
1915,29993
84749,84954
27,9610
10465,22938
404672,4331
3725,4582
113026,5331
60,6749
1432,389692
5966,8664
3991,5592
5332,5334
26043,80232
3178,3921
56259,8896
3663,4615
1233,9337
23558,339390
56970,7347
4067,5747
6603,8626
3932,5901
64759,6714
26354,51649
1653,3725
5663,8502
10286,22916
5213,6613
10262,26823
3065,9203
27018,51534
4868,5606
22985,6426
25804,9984
10521,56949
6142,8087
115106,3875
7165,89882
56970,9463
3309,6741
116540,60490
5966,6386
122704,51116
5422,5937
307,4790
3556,5879
378708,55166
545,79780
732272,732272
51340,8220
25978,84661
26060,5928
356,7205
7593,875
1230,6354
5584,9421
6497,8841
9128,9785
6663,7329
3055,5430
6150,64969
51631,6124
8563,9416
5818,5818
1660,6184
6144,9733
291,55161
27316,53938
10713,9785
4854,8850
6897,79016
117177,54927
9092,9984
51479,5868
6191,8663
2033,405
23517,79228
11007,401508
407,84838
51100,8751
11331,2274
3316,8988
51116,6203
10687,254173
1665,7532
23345,6188
1387,5079
10933,60
11034,8887
10946,55094
10454,3654
3702,4089
28998,65008
84464,9688
30011,55114
3091,4193
1020,894
10643,6134
4331,7157
10987,3654
10450,27339
2203,5213
6173,6201
3609,9775
10363,23028
4208,6767
171483,1891
1742,57554
3727,7015
356,58538
126328,4717
1660,51503
10513,57130
3065,8467
10268,1318
1937,55803
84445,8907
10488,5552
6191,9063
10320,64376
7150,7150
5588,9267
22916,51729
815,8941
3178,6633
10856,6222
3191,6142
6204,6222
6722,8538
53938,6629
100133763,333
2597,27335
3184,6135
1017,2903
130916,2353
10474,8669
5581,5788
4221,5970
51602,6141
572,7529
5705,6667
6628,8220
5058,5313
26986,7919
51285,64750
100124696,2768
30011,3055
5532,91977
339834,9533
3035,6160
122481,30833
51639,9584
9183,9735
6161,6189
3836,4000
10594,51503
841,8737
10975,170712
6133,6205
5071,5413
5042,6142
55661,7532
7187,939
5347,7280
23224,70
6165,6323
7529,9414
56647,675
27097,6879
4174,6612
356,9901
6158,6210
7186,79622
10369,2890
5411,55596
5245,6168
5515,5594
4086,6625
11051,23398
5058,51225
4701,5564
7525,80306
3312,5071
2534,81875
54801,79441
56945,6165
2091,56945
10617,5607
51255,7322
1000,5795
1398,5896
2091,6175
5893,5893
3295,38
338785,8687
571,672
84445,8502
5914,5915
801,801
403,94137
3104,90933
27111,4071
10678,6487
26003,4830
2932,7846
28,84283
5243,5578
10488,91782
11052,9584
57805,8900
5111,7374
57819,9879
4018,4036
10521,1653
8968,9425
10013,554313
23281,7775
1642,7533
3480,5747
22993,7083
6159,6323
2332,6124
5441,8454
1027,9134
2335,6921
5430,983
1447,998
284001,285753
7020,7681
10915,8896
5664,8766
5525,5528
5139,5566
26353,27129
341947,7385
11137,6228
3106,400
2353,55885
51202,55003
22907,64960
25942,862
5058,5580
286826,4603
11335,23468
4157,7919
10933,10933
53938,7756
5127,7534
6191,8450
1499,6907
112,1139
23092,5585
3192,55681
4708,4717
6990,7416
23616,8867
3480,3667
4105,9410
5450,5451
11260,3069
4718,4722
51763,83481
10480,4831
3609,6146
5682,5714
5590,6794
816,94274
1312,3881
5300,54507
6134,6141
10514,5931
6152,9775
10600,1629
25873,6175
3417,3658
10236,51386
55003,9733
11091,22976
1308,1832
10755,3480
2355,3567
10569,10915
5540,5697
2197,55646
3313,7532
6879,8517
11065,5598
6010,9372
2904,6714
1660,3192
29105,4686
2335,3488
79586,9469
2475,9675
23560,51202
1460,8099
56655,7150
6194,83858
5933,7102
5925,9321
1956,6456
1031,10980
10915,7756
23198,256646
1499,8945
2974,5136
11140,6124
10197,10921
1874,8295
28998,51649
1028,6502
4714,4728
2064,5774
10273,2099
57862,80321
30008,79088
10992,84321
4619,6780
6774,84105
63898,9051
218,26
100124696,11099
116173,3190
11186,60485
6170,6208
11338,1915
6426,8896
4509,93974
55703,8480
3672,3688
6631,9584
3651,6929
11152,23130
3183,3608
6925,79637
2243,5327
6169,6189
3239,8061
9470,9911
5464,7157
2002,9128
23192,84557
8237,84938
10992,6124
23451,6130
53340,54763
3164,5371
1459,5300
6273,7170
10915,79002
116444,1742
1956,5296
10912,84060
3609,6130
6137,8349
3064,55660
28998,64975
2948,55183
5290,7533
11143,55791
1499,6256
3384,3684
51377,9861
22938,9584
1045,596
11193,9184
23450,6625
1000,1387
2959,6917
51253,79590
1130,7137
1460,5796
3692,7345
28973,5925
3398,5595
8452,9063
2547,6176
10985,6129
3439,3661
1058,6045
81620,9031
124637,4513
7329,9670
10128,23593
1441,9021
3301,9020
22820,7189
386675,55739
123283,7189
10488,9631
6625,6732
6193,6207
10672,9960
4613,4638
6935,9839
10010,11183
9094,920
51021,6210
26168,6187
6670,6671
27232,85291
321,4036
55957,8364
339403,3827
29802,7441
287015,386682
114294,64951
1234,2185
1024,5430
10856,54891
57176,7030
6389,8801
613,6464
10771,3233
25885,5437
29797,386675
5496,6628
219541,5597
130399,7046
2130,9087
1234,6349
11161,56144
55346,8517
80256,9093
1432,2316
51631,6158
54878,6373
4641,84172
6228,9129
293,7431
22837,6045
6772,7329
1965,1968
2735,7494
1312,26
26277,8658
23499,2803
1674,9475
3303,7750
23199,3360
4637,6175
5058,5236
10445,1912
4292,6117
10015,4734
7185,83461
147687,84914
8065,8450
203054,388677
23339,5868
57502,9228
2099,6714
57522,7534
5094,9444
471,654364
1398,2516
51645,79002
55284,9025
4781,4784
11244,7558
4535,7388
2588,3074
79590,9391
10813,3064
7052,8349
5711,7314
1654,6229
387522,91445
51564,7532
9129,9410
10594,7307
6850,7846
6132,7533
6158,9349
6159,9775
23405,6144
6432,81669
5786,5797
3932,7416
26986,51433
6138,6727
3551,71
23097,51003
3066,53981
57805,9070
83892,8975
22907,6129
222255,5252
3190,7534
10253,80270
23411,8726
4763,6383
55806,7421
2534,326
25896,55756
2534,7138
5704,5720
1387,2113
5564,56647
6440,6440
4188,5709
11198,91754
4005,5152
6601,7155
50628,6138
1080,5566
51260,5245
1659,8899
26959,6925
29074,51081
2035,6282
10248,10799
11137,6143
5425,5426
10286,51690
1659,55696
10557,6714
133619,5300
6188,8883
1488,6935
6132,81027
6601,9901
3846,386675
2890,7220
301,6222
26986,4236
6129,920
22894,5393
4035,811
5347,5347
5782,9404
23405,9329
10540,1647
3635,4233
4130,56001
6872,6879
550,9140
254863,51608
5272,55183
64170,79165
25949,57819
10928,1173
211,605
113878,1840
3925,5598
3035,6141
2316,4088
23190,7572
60625,8899
5894,8533
28988,9821
10131,51639
53981,5430
23641,9550
27034,80724
51479,81631
604,6608
6919,8887
1962,6649
10513,493861
22976,8085
22820,9500
1942,2045
51377,5887
1000,5787
