drugid	umls_cui_from_meddra
DB00460	C0086543
DB00460	C1268766
DB00460	C0008031
DB00460	C1761613
DB00460	C0009763
DB00460	C0009806
DB00460	C0010200
DB00460	C0151578
DB00460	C0011603
DB00460	C0085932
DB00460	C0012569
DB00460	C0234215
DB00460	C0012833
DB00460	C0314719
DB00460	C0013404
DB00460	C0013595
DB00460	C0015376
DB00460	C0015397
DB00460	C0022281
DB00460	C1443060
DB00460	C0016382
DB00460	C0541974
DB00460	C0151544
DB00460	C0017178
DB00460	C0685938
DB00460	C0159028
DB00460	C0518015
DB00460	C0019080
DB00460	C0018681
DB00460	C1384666
DB00460	C0020453
DB00460	C0020443
DB00460	C0020458
DB00460	C0020517
DB00460	C0020538
DB00460	C0020580
DB00460	C2047937
DB00460	C0021053
DB00460	C0021368
DB00460	C0021400
DB00460	C1697883
DB00460	C0948715
DB00460	C0948991
DB00460	C0521500
DB00460	C0151698
DB00460	C0151726
DB00460	C0151734
DB00460	C0151828
DB00460	C0151735
DB00460	C0151605
DB00460	C0022904
DB00460	C3495920
DB00460	C0151766
DB00460	C0041657
DB00460	C0271051
DB00460	C0231218
DB00460	C0162429
DB00460	C0221436
DB00460	C0151786
DB00460	C0948594
DB00460	C0026858
DB00460	C0947912
DB00460	C0027051
DB00460	C0027497
DB00460	C0027765
DB00460	C0013604
DB00460	C0029408
DB00460	C0030193
DB00460	C0018772
DB00460	C0085096
DB00460	C0031350
DB00460	C0085635
DB00460	C0349506
DB00460	C0162830
DB00460	C0032285
DB00460	C0033575
DB00460	C0033774
DB00460	C0877359
DB00460	C0015230
DB00460	C0035305
DB00460	C0035317
DB00460	C0242420
DB00460	C1328519
DB00460	C0036454
DB00460	C0036974
DB00460	C0037274
DB00460	C0851578
DB00460	C0038814
DB00460	C0038990
DB00460	C0039070
DB00460	C0178298
DB00460	C0042109
DB00460	C0042345
DB00460	C0042571
DB00460	C0344232
DB00460	C0234632
DB00460	C0547030
DB00460	C3665347
DB00460	C0042909
DB00460	C0750394
DB00460	C0750426
DB00194	C0232487
DB00194	C0948089
DB00194	C0233472
DB00194	C0085631
DB00194	C0002792
DB00194	C0002994
DB00194	C0003467
DB00194	C0003578
DB00194	C0233485
DB00194	C0003811
DB00194	C0004093
DB00194	C0004238
DB00194	C0004245
DB00194	C0151517
DB00194	C0085614
DB00194	C0264906
DB00194	C0235706
DB00194	C0004604
DB00194	C0497247
DB00194	C0428977
DB00194	C0079043
DB00194	C0006266
DB00194	C0085624
DB00194	C0018790
DB00194	C0018799
DB00194	C0018801
DB00194	C0038454
DB00194	C0235710
DB00194	C0008031
DB00194	C0438716
DB00194	C0036572
DB00194	C1956346
DB00194	C0010200
DB00194	C0011603
DB00194	C2747891
DB00194	C0234215
DB00194	C0012833
DB00194	C0013144
DB00194	C0043352
DB00194	C0013378
DB00194	C0013404
DB00194	C0948296
DB00194	C0520887
DB00194	C0520886
DB00194	C0235169
DB00194	C0340464
DB00194	C0016382
DB00194	C1096250
DB00194	C0858924
DB00194	C0014549
DB00194	C0151699
DB00194	C0235004
DB00194	C0018681
DB00194	C0020458
DB00194	C0020517
DB00194	C0020538
DB00194	C0020578
DB00194	C0020580
DB00194	C0020649
DB00194	C0151735
DB00194	C0151740
DB00194	C0220870
DB00194	C0854303
DB00194	C0041657
DB00194	C0025061
DB00194	C0085606
DB00194	C0085633
DB00194	C0948594
DB00194	C0027051
DB00194	C0151744
DB00194	C0027424
DB00194	C0027497
DB00194	C0027769
DB00194	C0857153
DB00194	C0750194
DB00194	C0028643
DB00194	C0030193
DB00194	C0030252
DB00194	C0030554
DB00194	C0042023
DB00194	C0015230
DB00194	C0162297
DB00194	C1145670
DB00194	C0036454
DB00194	C0278134
DB00194	C0036974
DB00194	C0037188
DB00194	C0541782
DB00194	C0039239
DB00194	C0232124
DB00194	C2830004
DB00194	C0033036
DB00194	C0038990
DB00194	C0039070
DB00194	C0039231
DB00194	C0240327
DB00194	C0233494
DB00194	C0236071
DB00194	C2242996
DB00194	C0040264
DB00194	C0494475
DB00194	C0040479
DB00194	C0040822
DB00194	C0042109
DB00194	C0085612
DB00194	C0151636
DB00194	C0042510
DB00194	C0042514
DB00194	C0344232
DB00194	C0042963
DB01080	C0232487
DB01080	C0000731
DB01080	C0000737
DB01080	C0232492
DB01080	C0233514
DB01080	C0234458
DB01080	C3665386
DB01080	C0702166
DB01080	C0281774
DB01080	C0233472
DB01080	C0001807
DB01080	C1457883
DB01080	C0085631
DB01080	C0002622
DB01080	C0002871
DB01080	C0002994
DB01080	C0003467
DB01080	C0085632
DB01080	C0003862
DB01080	C0022408
DB01080	C0004093
DB01080	C0004095
DB01080	C0004134
DB01080	C0333641
DB01080	C0004604
DB01080	C0015967
DB01080	C0006145
DB01080	C0006277
DB01080	C0006840
DB01080	C0235198
DB01080	C0008031
DB01080	C0008370
DB01080	C0009676
DB01080	C0000768
DB01080	C0158687
DB01080	C0266316
DB01080	C0026633
DB01080	C0521554
DB01080	C0009763
DB01080	C0009782
DB01080	C0009806
DB01080	C0009938
DB01080	C0036572
DB01080	C0520966
DB01080	C0010200
DB01080	C0853811
DB01080	C1868998
DB01080	C0011053
DB01080	C0232462
DB01080	C0034012
DB01080	C0011206
DB01080	C0155947
DB01080	C0549249
DB01080	C0344315
DB01080	C0011570
DB01080	C0011603
DB01080	C0011757
DB01080	C0424605
DB01080	C0019555
DB01080	C0011991
DB01080	C0012569
DB01080	C0234215
DB01080	C0233407
DB01080	C0233414
DB01080	C0012833
DB01080	C0013144
DB01080	C0013362
DB01080	C0013384
DB01080	C0013390
DB01080	C1737329
DB01080	C0013395
DB01080	C0013447
DB01080	C0699744
DB01080	C0013456
DB01080	C0151611
DB01080	C0085584
DB01080	C0014130
DB01080	C0242350
DB01080	C0014742
DB01080	C0236826
DB01080	C0015397
DB01080	C0151827
DB01080	C0542571
DB01080	C0015672
DB01080	C1443060
DB01080	C0233471
DB01080	C1739111
DB01080	C0542476
DB01080	C0575081
DB01080	C0017178
DB01080	C0017181
DB01080	C0687713
DB01080	C0235753
DB01080	C0018524
DB01080	C0018552
DB01080	C0018681
DB01080	C0267792
DB01080	C1328407
DB01080	C0424295
DB01080	C0151889
DB01080	C0020517
DB01080	C0026826
DB01080	C0020580
DB01080	C0241934
DB01080	C0151888
DB01080	C0026827
DB01080	C2047937
DB01080	C0232461
DB01080	C0009450
DB01080	C1384353
DB01080	C0851341
DB01080	C0021400
DB01080	C0917801
DB01080	C0022107
DB01080	C0434437
DB01080	C0023052
DB01080	C0549373
DB01080	C0023380
DB01080	C0435002
DB01080	C0206762
DB01080	C0265547
DB01080	C0239234
DB01080	C0231218
DB01080	C0162429
DB01080	C0338831
DB01080	C0233794
DB01080	C0025345
DB01080	C1306341
DB01080	C0004936
DB01080	C0025362
DB01080	C0085633
DB01080	C0026650
DB01080	C0026766
DB01080	C1142135
DB01080	C0037763
DB01080	C0026838
DB01080	C0080194
DB01080	C0231530
DB01080	C0948594
DB01080	C0026857
DB01080	C0231528
DB01080	C0014550
DB01080	C0027066
DB01080	C0027424
DB01080	C0027441
DB01080	C0027497
DB01080	C0027765
DB01080	C0027769
DB01080	C0031117
DB01080	C0235032
DB01080	C0028738
DB01080	C0013604
DB01080	C0085649
DB01080	C0014868
DB01080	C0029124
DB01080	C0029134
DB01080	C0029408
DB01080	C0029882
DB01080	C0271429
DB01080	C0030193
DB01080	C0030196
DB01080	C0030232
DB01080	C0030554
DB01080	C1456784
DB01080	C0151836
DB01080	C0031212
DB01080	C0858635
DB01080	C0032285
DB01080	C0234543
DB01080	C0033774
DB01080	C0033975
DB01080	C0242073
DB01080	C0034065
DB01080	C0034150
DB01080	C0015230
DB01080	C0423791
DB01080	C1619700
DB01080	C1145670
DB01080	C0948349
DB01080	C0521694
DB01080	C0035304
DB01080	C0035309
DB01080	C0035333
DB01080	C0037036
DB01080	C0036454
DB01080	C0152027
DB01080	C0278134
DB01080	C0037195
DB01080	C0037199
DB01080	C0037274
DB01080	C2830004
DB01080	C0037822
DB01080	C0038220
DB01080	C0038325
DB01080	C0038379
DB01080	C0038450
DB01080	C0085628
DB01080	C1760428
DB01080	C0038663
DB01080	C0266011
DB01080	C1301937
DB01080	C0233494
DB01080	C0233632
DB01080	C0039971
DB01080	C0700184
DB01080	C0040264
DB01080	C0040435
DB01080	C0040460
DB01080	C0014518
DB01080	C0040822
DB01080	C0178298
DB01080	C0041912
DB01080	C0235309
DB01080	C0042029
DB01080	C0042109
DB01080	C1368065
DB01080	C0042571
DB01080	C0152517
DB01080	C0042769
DB01080	C0344232
DB01080	C0235095
DB01080	C3665347
DB01080	C0042963
DB01080	C0858603
DB01080	C0043094
DB01080	C0406834
DB06684	C0234458
DB06684	C0085631
DB06684	C0017605
DB06684	C0003862
DB06684	C0004093
DB06684	C0006145
DB06684	C0018799
DB06684	C0086543
DB06684	C0852733
DB06684	C0009782
DB06684	C0036572
DB06684	C0232462
DB06684	C0011991
DB06684	C0855242
DB06684	C0012833
DB06684	C0314719
DB06684	C0043352
DB06684	C0013378
DB06684	C0013395
DB06684	C0234047
DB06684	C0242350
DB06684	C0015397
DB06684	C0015672
DB06684	C1443060
DB06684	C0549209
DB06684	C0016204
DB06684	C0017160
DB06684	C0017178
DB06684	C0019087
DB06684	C0018524
DB06684	C0741553
DB06684	C0020458
DB06684	C0241934
DB06684	C0020625
DB06684	C0232461
DB06684	C0917801
DB06684	C0022107
DB06684	C0011124
DB06684	C0162429
DB06684	C0338831
DB06684	C0004936
DB06684	C0149931
DB06684	C0948594
DB06684	C0027497
DB06684	C0027765
DB06684	C0027769
DB06684	C0028081
DB06684	C0029261
DB06684	C0030252
DB06684	C0086769
DB06684	C0030554
DB06684	C0042023
DB06684	C0699828
DB06684	C0549622
DB06684	C0037274
DB06684	C2830004
DB06684	C0424000
DB06684	C0038661
DB06684	C0038663
DB06684	C0040822
DB06684	C0178298
DB06684	C0151636
DB06684	C0344232
DB06684	C0042963
DB04876	C0002994
DB04876	C0042373
DB04876	C0003862
DB04876	C0004093
DB04876	C0005758
DB04876	C0595883
DB04876	C0085593
DB04876	C0009782
DB04876	C0009806
DB04876	C0085932
DB04876	C0011991
DB04876	C0012833
DB04876	C0015672
DB04876	C0016204
DB04876	C0017178
DB04876	C0017168
DB04876	C0018681
DB04876	C0086565
DB04876	C0019158
DB04876	C0267792
DB04876	C0020458
DB04876	C0020615
DB04876	C0009450
DB04876	C1384353
DB04876	C0851341
DB04876	C0151766
DB04876	C0520893
DB04876	C0162429
DB04876	C0948594
DB04876	C0027441
DB04876	C0027497
DB04876	C0027765
DB04876	C0013604
DB04876	C0085649
DB04876	C0030305
DB04876	C0037274
DB04876	C0237849
DB04876	C0040822
DB04876	C0178298
DB04876	C0041912
DB04876	C0042109
DB04876	C0043094
DB00570	C0000737
DB00570	C0948089
DB00570	C0001824
DB00570	C0002170
DB00570	C0002871
DB00570	C0002962
DB00570	C0003123
DB00570	C0004093
DB00570	C0151825
DB00570	C0007642
DB00570	C0038454
DB00570	C0700509
DB00570	C0581883
DB00570	C0009806
DB00570	C0036572
DB00570	C0011053
DB00570	C0232462
DB00570	C0011570
DB00570	C0011991
DB00570	C0234215
DB00570	C0012833
DB00570	C0151623
DB00570	C0015376
DB00570	C1443060
DB00570	C0687713
DB00570	C0518015
DB00570	C0019080
DB00570	C0018681
DB00570	C0020517
DB00570	C0020538
DB00570	C0020580
DB00570	C1258215
DB00570	C0030446
DB00570	C2047937
DB00570	C0021141
DB00570	C0022116
DB00570	C0023530
DB00570	C0231218
DB00570	C0854467
DB00570	C0027051
DB00570	C0027497
DB00570	C0027651
DB00570	C0027813
DB00570	C0031117
DB00570	C0028643
DB00570	C0028738
DB00570	C0030193
DB00570	C0236000
DB00570	C0030312
DB00570	C0030554
DB00570	C0030920
DB00570	C0031350
DB00570	C0031542
DB00570	C0085636
DB00570	C0267596
DB00570	C0278134
DB00570	C0040034
DB00570	C0042571
DB00570	C0042963
DB00541	C0232488
DB00541	C0000729
DB00541	C0000737
DB00541	C0000727
DB00541	C0948089
DB00541	C0001621
DB00541	C0085631
DB00541	C0002170
DB00541	C0150450
DB00541	C0002871
DB00541	C0002792
DB00541	C0042373
DB00541	C0003123
DB00541	C0151904
DB00541	C0004093
DB00541	C0004134
DB00541	C0403645
DB00541	C0242528
DB00541	C0004604
DB00541	C0456909
DB00541	C0155320
DB00541	C0235416
DB00541	C0015967
DB00541	C0151773
DB00541	C0151825
DB00541	C0751955
DB00541	C0018790
DB00541	C0018799
DB00541	C2937358
DB00541	C0007785
DB00541	C0009377
DB00541	C0009421
DB00541	C0581883
DB00541	C0009782
DB00541	C0234428
DB00541	C0009806
DB00541	C0036572
DB00541	C1956346
DB00541	C0151311
DB00541	C0011053
DB00541	C0232462
DB00541	C1295585
DB00541	C0011175
DB00541	C0011570
DB00541	C0011603
DB00541	C0011991
DB00541	C0012833
DB00541	C0687133
DB00541	C0013428
DB00541	C0242350
DB00541	C0015376
DB00541	C0015469
DB00541	C0015672
DB00541	C0746883
DB00541	C0085684
DB00541	C0575081
DB00541	C0017178
DB00541	C0852925
DB00541	C0687713
DB00541	C0018524
DB00541	C0018681
DB00541	C0085605
DB00541	C0020458
DB00541	C0020517
DB00541	C0020538
DB00541	C0740394
DB00541	C0020580
DB00541	C0020625
DB00541	C0151888
DB00541	C0020649
DB00541	C1258215
DB00541	C0030446
DB00541	C0021141
DB00541	C0009450
DB00541	C0917801
DB00541	C2243080
DB00541	C0021843
DB00541	C0023418
DB00541	C0023530
DB00541	C0025061
DB00541	C0025323
DB00541	C0004936
DB00541	C0856054
DB00541	C0149745
DB00541	C0026766
DB00541	C0026846
DB00541	C0151786
DB00541	C0948594
DB00541	C0026858
DB00541	C0231528
DB00541	C0854467
DB00541	C0027051
DB00541	C0027066
DB00541	C0027497
DB00541	C0027765
DB00541	C0027813
DB00541	C0442874
DB00541	C0031117
DB00541	C0235032
DB00541	C0027947
DB00541	C0028643
DB00541	C0028738
DB00541	C0013604
DB00541	C0029124
DB00541	C0030193
DB00541	C0030196
DB00541	C0236000
DB00541	C0030312
DB00541	C0030554
DB00541	C0522224
DB00541	C0030552
DB00541	C0235025
DB00541	C0270810
DB00541	C0162830
DB00541	C0032285
DB00541	C0032617
DB00541	C0425945
DB00541	C0151701
DB00541	C0015230
DB00541	C0476273
DB00541	C1145670
DB00541	C0278134
DB00541	C0036983
DB00541	C0152965
DB00541	C0038362
DB00541	C0085298
DB00541	C0038990
DB00541	C0040034
DB00541	C0041364
DB00541	C2955673
DB00541	C0041969
DB00541	C0080274
DB00541	C0042075
DB00541	C1167965
DB00541	C0854101
DB00541	C0919980
DB00541	C0019156
DB00541	C0042571
DB00541	C0042928
DB00541	C0042963
DB00541	C0311394
DB00541	C0043096
DB00361	C0000737
DB00361	C0234238
DB00361	C0948089
DB00361	C0743323
DB00361	C0746731
DB00361	C0184567
DB00361	C0001418
DB00361	C0001824
DB00361	C0002170
DB00361	C0002871
DB00361	C0002792
DB00361	C0002962
DB00361	C0002994
DB00361	C0042373
DB00361	C0003123
DB00361	C0002874
DB00361	C0003811
DB00361	C0003862
DB00361	C0151904
DB00361	C0004093
DB00361	C0259749
DB00361	C0004604
DB00361	C0004623
DB00361	C0741494
DB00361	C0005758
DB00361	C0311468
DB00361	C0235431
DB00361	C0015967
DB00361	C0151773
DB00361	C0006266
DB00361	C0684249
DB00361	C0018799
DB00361	C0018801
DB00361	C0038454
DB00361	C1963921
DB00361	C0008031
DB00361	C0009782
DB00361	C0009806
DB00361	C0010200
DB00361	C0151578
DB00361	C0085692
DB00361	C0011053
DB00361	C0232462
DB00361	C0149871
DB00361	C0011603
DB00361	C0085932
DB00361	C0011991
DB00361	C0234215
DB00361	C0012797
DB00361	C0012833
DB00361	C0011168
DB00361	C0013404
DB00361	C0342579
DB00361	C0013922
DB00361	C0014130
DB00361	C0041834
DB00361	C0015376
DB00361	C0015672
DB00361	C0746883
DB00361	C1443060
DB00361	C0016382
DB00361	C0575081
DB00361	C0017178
DB00361	C0687713
DB00361	C1142499
DB00361	C0018681
DB00361	C1384666
DB00361	C0085605
DB00361	C1306571
DB00361	C0267792
DB00361	C0020453
DB00361	C0020517
DB00361	C0020538
DB00361	C0020580
DB00361	C0020625
DB00361	C0151888
DB00361	C0020649
DB00361	C0700292
DB00361	C0242184
DB00361	C1258215
DB00361	C0030446
DB00361	C2047937
DB00361	C0021053
DB00361	C0021141
DB00361	C0009450
DB00361	C1384353
DB00361	C0851341
DB00361	C0521505
DB00361	C0151828
DB00361	C0151735
DB00361	C0021843
DB00361	C0023380
DB00361	C0023530
DB00361	C0853813
DB00361	C0497364
DB00361	C0024115
DB00361	C0242379
DB00361	C0231218
DB00361	C0162429
DB00361	C0025061
DB00361	C0333355
DB00361	C0151786
DB00361	C0948594
DB00361	C0231528
DB00361	C0947912
DB00361	C0854467
DB00361	C0027051
DB00361	C0151744
DB00361	C0027497
DB00361	C0027540
DB00361	C0595916
DB00361	C0027765
DB00361	C0031117
DB00361	C0235032
DB00361	C0027947
DB00361	C0877153
DB00361	C0028643
DB00361	C0014868
DB00361	C0235280
DB00361	C0030193
DB00361	C0234230
DB00361	C0236000
DB00361	C0030252
DB00361	C0030305
DB00361	C0030312
DB00361	C0030554
DB00361	C0030552
DB00361	C0277925
DB00361	C0031542
DB00361	C0032285
DB00361	C0032617
DB00361	C0033774
DB00361	C0034065
DB00361	C0034063
DB00361	C0919924
DB00361	C1720798
DB00361	C0015230
DB00361	C1262013
DB00361	C1145670
DB00361	C0035243
DB00361	C0278134
DB00361	C0243026
DB00361	C0036690
DB00361	C0037274
DB00361	C0237849
DB00361	C0151799
DB00361	C0149925
DB00361	C0038362
DB00361	C0039231
DB00361	C0040034
DB00361	C0857496
DB00361	C0040046
DB00361	C0040053
DB00361	C0438717
DB00361	C0854069
DB00361	C0178298
DB00361	C0042109
DB00361	C0042401
DB00361	C1142412
DB00361	C0549444
DB00361	C0042571
DB00361	C0042594
DB00361	C0042963
DB00361	C0043096
DB08828	C0000737
DB08828	C0232492
DB08828	C2364111
DB08828	C0002170
DB08828	C0002453
DB08828	C0003862
DB08828	C0151904
DB08828	C0004093
DB08828	C0242528
DB08828	C0004604
DB08828	C0852911
DB08828	C0853761
DB08828	C0151539
DB08828	C0006145
DB08828	C0009782
DB08828	C0009806
DB08828	C0232462
DB08828	C0011175
DB08828	C0011603
DB08828	C0011991
DB08828	C0013378
DB08828	C0013395
DB08828	C0015672
DB08828	C0016199
DB08828	C0017178
DB08828	C0687713
DB08828	C0232409
DB08828	C0235996
DB08828	C0151934
DB08828	C0020621
DB08828	C0020625
DB08828	C0271321
DB08828	C0162429
DB08828	C0025320
DB08828	C0037763
DB08828	C0476280
DB08828	C0948594
DB08828	C0026857
DB08828	C0026858
DB08828	C0231528
DB08828	C0027497
DB08828	C0006826
DB08828	C0027765
DB08828	C0030193
DB08828	C0030196
DB08828	C0151849
DB08828	C0860866
DB08828	C0033774
DB08828	C0015230
DB08828	C0037274
DB08828	C0860871
DB08828	C0178298
DB08828	C0042963
DB08828	C0043096
DB00162	C0002792
DB00162	C0020517
DB00582	C0000731
DB00582	C0000737
DB00582	C0234458
DB00582	C3665386
DB00582	C0152198
DB00582	C0948089
DB00582	C0162557
DB00582	C0035222
DB00582	C0405580
DB00582	C0001623
DB00582	C2364111
DB00582	C0085631
DB00582	C0001824
DB00582	C0392156
DB00582	C0151905
DB00582	C0001925
DB00582	C0002170
DB00582	C0002622
DB00582	C0002871
DB00582	C0002888
DB00582	C0002792
DB00582	C0340865
DB00582	C0002994
DB00582	C0042373
DB00582	C0687707
DB00582	C0003123
DB00582	C0003460
DB00582	C0003467
DB00582	C0002874
DB00582	C0003811
DB00582	C0428974
DB00582	C0003862
DB00582	C0003864
DB00582	C0003962
DB00582	C0151904
DB00582	C0004093
DB00582	C0004134
DB00582	C0085611
DB00582	C0004238
DB00582	C0151517
DB00582	C0242528
DB00582	C0004604
DB00582	C0004623
DB00582	C0151529
DB00582	C0005741
DB00582	C0266648
DB00582	C0852911
DB00582	C0311468
DB00582	C0595930
DB00582	C0853034
DB00582	C0235431
DB00582	C0151539
DB00582	C0235416
DB00582	C0015967
DB00582	C0005940
DB00582	C0151773
DB00582	C0151825
DB00582	C0428977
DB00582	C1527311
DB00582	C0006384
DB00582	C0018790
DB00582	C0018799
DB00582	C0018802
DB00582	C0018800
DB00582	C0878544
DB00582	C0007642
DB00582	C2937358
DB00582	C0917798
DB00582	C0038454
DB00582	C0007971
DB00582	C0235710
DB00582	C0008031
DB00582	C0232292
DB00582	C0085593
DB00582	C0008325
DB00582	C0008350
DB00582	C0008370
DB00582	C0474381
DB00582	C2609264
DB00582	C0242225
DB00582	C0155018
DB00582	C0009421
DB00582	C0019147
DB00582	C0009676
DB00582	C0009763
DB00582	C0009782
DB00582	C0009806
DB00582	C0036572
DB00582	C0010038
DB00582	C0010200
DB00582	C0574067
DB00582	C0023218
DB00582	C0151576
DB00582	C0151578
DB00582	C0151577
DB00582	C0024137
DB00582	C0010520
DB00582	C0085692
DB00582	C0011053
DB00582	C0232462
DB00582	C0011206
DB00582	C0497327
DB00582	C0011551
DB00582	C0011570
DB00582	C0011603
DB00582	C0011615
DB00582	C0011616
DB00582	C0011606
DB00582	C0011848
DB00582	C0011991
DB00582	C0012569
DB00582	C0024138
DB00582	C0234215
DB00582	C0012739
DB00582	C0855242
DB00582	C0012833
DB00582	C0011609
DB00582	C0013182
DB00582	C0687133
DB00582	C0314719
DB00582	C0043352
DB00582	C0151908
DB00582	C0740401
DB00582	C0013298
DB00582	C0013378
DB00582	C0013390
DB00582	C0013395
DB00582	C0011168
DB00582	C0013404
DB00582	C0013428
DB00582	C0013456
DB00582	C0013491
DB00582	C0013595
DB00582	C0855331
DB00582	C0429028
DB00582	C0151878
DB00582	C0014038
DB00582	C0085584
DB00582	C0014118
DB00582	C0014130
DB00582	C0392025
DB00582	C0014457
DB00582	C0014534
DB00582	C0014591
DB00582	C0242350
DB00582	C0041834
DB00582	C0014742
DB00582	C0235146
DB00582	C0015371
DB00582	C0234133
DB00582	C0340464
DB00582	C0015397
DB00582	C0015402
DB00582	C0151827
DB00582	C0542571
DB00582	C1443060
DB00582	C0221242
DB00582	C0016199
DB00582	C0016204
DB00582	C0546817
DB00582	C0016325
DB00582	C0016382
DB00582	C0239571
DB00582	C0232807
DB00582	C0242301
DB00582	C0016867
DB00582	C0038358
DB00582	C0017160
DB00582	C0017178
DB00582	C0017181
DB00582	C0687713
DB00582	C0017565
DB00582	C0017566
DB00582	C0017574
DB00582	C0017675
DB00582	C0151671
DB00582	C0017979
DB00582	C0018133
DB00582	C0018134
DB00582	C0014549
DB00582	C0018188
DB00582	C0018378
DB00582	C0018926
DB00582	C0018965
DB00582	C0002878
DB00582	C0019079
DB00582	C0018524
DB00582	C0018681
DB00582	C1384666
DB00582	C0235996
DB00582	C0085605
DB00582	C0086565
DB00582	C0019158
DB00582	C0267792
DB00582	C0151763
DB00582	C0019209
DB00582	C0019340
DB00582	C0019348
DB00582	C0019372
DB00582	C0020295
DB00582	C0020433
DB00582	C0020437
DB00582	C0020443
DB00582	C0020456
DB00582	C0020458
DB00582	C0020461
DB00582	C0151714
DB00582	C0020488
DB00582	C0020517
DB00582	C0020538
DB00582	C0020550
DB00582	C0026826
DB00582	C0740394
DB00582	C0020580
DB00582	C0020598
DB00582	C0020615
DB00582	C0020621
DB00582	C0151723
DB00582	C0020625
DB00582	C0085682
DB00582	C0020649
DB00582	C0020676
DB00582	C2047937
DB00582	C0021053
DB00582	C0085393
DB00582	C0021051
DB00582	C0009450
DB00582	C1384353
DB00582	C0851341
DB00582	C0021368
DB00582	C0021400
DB00582	C0521839
DB00582	C0392171
DB00582	C0221714
DB00582	C0151828
DB00582	C0151735
DB00582	C0917801
DB00582	C0021845
DB00582	C0151971
DB00582	C0151740
DB00582	C0022346
DB00582	C0022354
DB00582	C0022568
DB00582	C0022573
DB00582	C0151746
DB00582	C0023530
DB00582	C0011124
DB00582	C0023895
DB00582	C0151766
DB00582	C0160390
DB00582	C0041657
DB00582	C0497156
DB00582	C0024225
DB00582	C0231218
DB00582	C0025202
DB00582	C0162429
DB00582	C0025061
DB00582	C0025222
DB00582	C0025209
DB00582	C0004936
DB00582	C0025874
DB00582	C0302870
DB00582	C0221265
DB00582	C0149745
DB00582	C0151785
DB00582	C0026766
DB00582	C0037763
DB00582	C0151786
DB00582	C0948594
DB00582	C0231528
DB00582	C0947912
DB00582	C0026961
DB00582	C0027051
DB00582	C0026848
DB00582	C0027497
DB00582	C0027697
DB00582	C0027720
DB00582	C0027726
DB00582	C0027765
DB00582	C0027796
DB00582	C0442874
DB00582	C0031117
DB00582	C0028077
DB00582	C0264893
DB00582	C0232208
DB00582	C0028738
DB00582	C1262064
DB00582	C0085637
DB00582	C0013604
DB00582	C0085649
DB00582	C0151970
DB00582	C0014868
DB00582	C0028961
DB00582	C0029124
DB00582	C0029132
DB00582	C0029134
DB00582	C2363730
DB00582	C2363731
DB00582	C0020651
DB00582	C0029442
DB00582	C0029445
DB00582	C0029456
DB00582	C0029878
DB00582	C0030193
DB00582	C0030252
DB00582	C0030305
DB00582	C0030312
DB00582	C0030353
DB00582	C0030409
DB00582	C0030554
DB00582	C0341047
DB00582	C0030794
DB00582	C0031099
DB00582	C0031111
DB00582	C0031154
DB00582	C0031256
DB00582	C0031350
DB00582	C0031542
DB00582	C0151849
DB00582	C0085636
DB00582	C0349506
DB00582	C0162830
DB00582	C0032227
DB00582	C0032285
DB00582	C0033246
DB00582	C0948586
DB00582	C0033687
DB00582	C0033774
DB00582	C1257843
DB00582	C0521616
DB00582	C0033860
DB00582	C0033975
DB00582	C0034065
DB00582	C0034063
DB00582	C0034150
DB00582	C0877359
DB00582	C0015230
DB00582	C0221201
DB00582	C0423791
DB00582	C1519353
DB00582	C0034882
DB00582	C0267596
DB00582	C0022660
DB00582	C1565489
DB00582	C0558489
DB00582	C1720775
DB00582	C0476273
DB00582	C1704437
DB00582	C0035243
DB00582	C0035317
DB00582	C0877104
DB00582	C0035333
DB00582	C0151826
DB00582	C0035455
DB00582	C0036416
DB00582	C0036454
DB00582	C0151609
DB00582	C0243026
DB00582	C0036974
DB00582	C0037199
DB00582	C0151907
DB00582	C0037274
DB00582	C0037284
DB00582	C2830004
DB00582	C0038002
DB00582	C0007137
DB00582	C0038325
DB00582	C0038362
DB00582	C0424000
DB00582	C0033036
DB00582	C0039240
DB00582	C0038990
DB00582	C0236068
DB00582	C0039070
DB00582	C0039231
DB00582	C0740425
DB00582	C0242429
DB00582	C0040034
DB00582	C0040046
DB00582	C0034155
DB00582	C0040264
DB00582	C0040409
DB00582	C0151610
DB00582	C0040479
DB00582	C0014518
DB00582	C2242588
DB00582	C0040822
DB00582	C0178298
DB00582	C0041948
DB00582	C0041969
DB00582	C0042024
DB00582	C0080274
DB00582	C0042075
DB00582	C0042029
DB00582	C0042109
DB00582	C0042134
DB00582	C0042164
DB00582	C2979982
DB00582	C1368065
DB00582	C0085612
DB00582	C0262662
DB00582	C0151636
DB00582	C0042510
DB00582	C0042514
DB00582	C0042571
DB00582	C0344232
DB00582	C0234632
DB00582	C0547030
DB00582	C3665347
DB00582	C0042963
DB02546	C0000833
DB02546	C0948089
DB02546	C0002170
DB02546	C0002871
DB02546	C0002994
DB02546	C0003123
DB02546	C0004093
DB02546	C0235431
DB02546	C0015967
DB02546	C0008031
DB02546	C0085593
DB02546	C0008325
DB02546	C0009806
DB02546	C0010200
DB02546	C0232462
DB02546	C0149871
DB02546	C0011175
DB02546	C0011606
DB02546	C0011991
DB02546	C0012833
DB02546	C0043352
DB02546	C0013378
DB02546	C0013922
DB02546	C0340726
