"drugid"	"geneid"
"DB00830"	"6530"
"DB00852"	"6530"
"DB00830"	"6531"
"DB00852"	"6531"
"DB00852"	"6532"
"DB00829"	"706"
"DB00897"	"706"
"DB00898"	"57053"
"DB00898"	"55584"
"DB00898"	"8973"
"DB00767"	"1128"
"DB00771"	"1128"
"DB00907"	"1128"
"DB00767"	"1131"
"DB00898"	"1135"
"DB00898"	"1136"
"DB00898"	"1137"
"DB00898"	"1138"
"DB00898"	"1139"
"DB00898"	"1141"
"DB00898"	"1142"
"DB00898"	"1143"
"DB00723"	"148"
"DB00852"	"148"
"DB00841"	"154"
"DB00829"	"2554"
"DB00842"	"2554"
"DB00897"	"2554"
"DB00898"	"2554"
"DB00909"	"4129"
"DB00704"	"10280"
"DB00909"	"23632"
"DB00909"	"761"
"DB00820"	"50940"
"DB00907"	"11280"
"DB00909"	"11280"
"DB00898"	"7412"
"DB00898"	"10369"
"DB00898"	"170572"
"DB00898"	"200909"
"DB00898"	"285242"
"DB00898"	"9177"
"DB00898"	"3760"
"DB00898"	"3762"
"DB00898"	"3763"
"DB00898"	"3765"
"DB00898"	"116443"
"DB00822"	"1621"
"DB00898"	"2890"
"DB00898"	"2891"
"DB00898"	"2892"
"DB00898"	"2893"
"DB00909"	"4128"
"DB00852"	"3558"
"DB00852"	"4772"
"DB00852"	"466"
"DB00761"	"6557"
"DB00774"	"6557"
"DB00898"	"2030"
"DB00767"	"1129"
"DB00907"	"1129"
"DB00723"	"147"
"DB00723"	"146"
"DB00852"	"150"
"DB00767"	"3269"
"DB00909"	"8913"
"DB00774"	"3778"
"DB00898"	"3177"
"DB00774"	"771"
"DB00909"	"771"
"DB00774"	"768"
"DB00909"	"768"
"DB00909"	"8911"
"DB00761"	"6558"
"DB00761"	"6560"
"DB00761"	"9990"
"DB00761"	"10723"
"DB00761"	"57468"
"DB01017"	"7422"
"DB00951"	"1557"
"DB00951"	"1558"
"DB00996"	"781"
"DB00996"	"9254"
"DB01017"	"240"
"DB00935"	"151"
"DB00935"	"152"
"DB01049"	"1812"
"DB01063"	"1812"
"DB00933"	"3356"
"DB00996"	"774"
"DB01049"	"11309"
"DB00937"	"6530"
"DB00937"	"6531"
"DB00962"	"706"
"DB01068"	"706"
"DB00935"	"148"
"DB01049"	"148"
"DB00933"	"1813"
"DB01049"	"1813"
"DB01063"	"1813"
"DB00962"	"2554"
"DB01049"	"2554"
"DB01068"	"2554"
"DB00951"	"1544"
"DB00951"	"1576"
"DB00996"	"2902"
"DB01064"	"5594"
"DB01064"	"5295"
"DB01064"	"5296"
"DB01064"	"8503"
"DB00996"	"134"
"DB00935"	"147"
"DB00935"	"146"
"DB00935"	"150"
"DB01049"	"150"
"DB01049"	"3350"
"DB00953"	"3355"
"DB01017"	"4318"
"DB01017"	"834"
"DB01017"	"836"
"DB01017"	"54205"
"DB01017"	"3553"
"DB01194"	"759"
"DB01194"	"760"
"DB01194"	"762"
"DB01215"	"200959"
"DB01239"	"1132"
"DB01239"	"1133"
"DB01239"	"1812"
"DB01239"	"1814"
"DB01198"	"2555"
"DB01215"	"2555"
"DB01198"	"2556"
"DB01215"	"2556"
"DB01198"	"2558"
"DB01215"	"2558"
"DB01215"	"2560"
"DB01440"	"2560"
"DB01215"	"2561"
"DB01215"	"2562"
"DB01215"	"2563"
"DB01215"	"2564"
"DB01215"	"2565"
"DB01215"	"2566"
"DB01215"	"2567"
"DB01215"	"2568"
"DB01215"	"2569"
"DB01215"	"2570"
"DB01221"	"3356"
"DB01239"	"3356"
"DB01202"	"774"
"DB01194"	"763"
"DB01221"	"6530"
"DB01178"	"706"
"DB01198"	"706"
"DB01221"	"1128"
"DB01239"	"1128"
"DB01239"	"1131"
"DB01253"	"148"
"DB01365"	"148"
"DB01291"	"153"
"DB01365"	"153"
"DB01221"	"1813"
"DB01239"	"1813"
"DB01080"	"2550"
"DB01198"	"2554"
"DB01215"	"2554"
"DB01239"	"3358"
"DB01081"	"4985"
"DB01221"	"4985"
"DB01221"	"4986"
"DB01221"	"4988"
"DB01143"	"5167"
"DB01221"	"116443"
"DB01221"	"6869"
"DB01143"	"251"
"DB01219"	"6261"
"DB01239"	"1129"
"DB01239"	"3269"
"DB01221"	"3350"
"DB01239"	"3357"
"DB01440"	"79581"
"DB03754"	"7422"
"DB08896"	"5156"
"DB08896"	"5159"
"DB00797"	"3274"
"DB08806"	"3274"
"DB06637"	"3751"
"DB06637"	"3752"
"DB06196"	"290"
"DB06594"	"4543"
"DB06594"	"4544"
"DB08896"	"1969"
"DB02701"	"23408"
"DB00600"	"7299"
"DB02721"	"124"
"DB02721"	"125"
"DB02721"	"126"
"DB00357"	"1583"
"DB01157"	"1719"
"DB02701"	"3939"
"DB01595"	"6323"
"DB06201"	"6335"
"DB01595"	"55879"
"DB01589"	"200959"
"DB01595"	"200959"
"DB00340"	"1132"
"DB00809"	"1132"
"DB00340"	"1133"
"DB05271"	"151"
"DB06262"	"151"
"DB00589"	"151"
"DB00797"	"151"
"DB00800"	"151"
"DB01186"	"151"
"DB06262"	"152"
"DB00589"	"152"
"DB00797"	"152"
"DB00800"	"152"
"DB01186"	"152"
"DB05271"	"1812"
"DB00589"	"1812"
"DB05271"	"1814"
"DB06288"	"1814"
"DB00589"	"1814"
"DB01186"	"1814"
"DB05271"	"1815"
"DB00589"	"1815"
"DB01186"	"1815"
"DB05271"	"1816"
"DB00589"	"1816"
"DB00800"	"1816"
"DB01186"	"1816"
"DB01183"	"2099"
"DB01589"	"2555"
"DB01595"	"2555"
"DB01589"	"2556"
"DB01595"	"2556"
"DB01595"	"2557"
"DB01589"	"2558"
"DB01595"	"2558"
"DB01595"	"2559"
"DB01589"	"2560"
"DB01595"	"2560"
"DB01595"	"2561"
"DB01589"	"2562"
"DB01595"	"2562"
"DB00592"	"2562"
"DB01589"	"2563"
"DB01595"	"2563"
"DB01589"	"2564"
"DB01595"	"2564"
"DB01589"	"2565"
"DB01595"	"2565"
"DB01589"	"2566"
"DB01595"	"2566"
"DB01589"	"2567"
"DB01595"	"2567"
"DB01589"	"2568"
"DB01595"	"2568"
"DB01589"	"2569"
"DB01595"	"2569"
"DB01589"	"2570"
"DB01595"	"2570"
"DB01618"	"3356"
"DB04842"	"3356"
"DB06288"	"3356"
"DB00589"	"3356"
"DB01186"	"3356"
"DB06144"	"3362"
"DB06637"	"3736"
"DB04842"	"786"
"DB08896"	"673"
"DB08896"	"2321"
"DB08896"	"2324"
"DB08896"	"3791"
"DB08896"	"3815"
"DB01188"	"476"
"DB08896"	"5894"
"DB08896"	"5979"
"DB01103"	"8398"
"DB01103"	"5334"
"DB08896"	"4921"
"DB08896"	"2444"
"DB06701"	"6530"
"DB06707"	"6530"
"DB01170"	"6530"
"DB06701"	"6531"
"DB01146"	"6531"
"DB06701"	"6532"
"DB01618"	"1128"
"DB00340"	"1128"
"DB00809"	"1128"
"DB00810"	"1128"
"DB00340"	"1131"
"DB00809"	"1131"
"DB00810"	"1135"
"DB06144"	"148"
"DB06262"	"148"
"DB06707"	"148"
"DB06711"	"148"
"DB06764"	"148"
"DB00797"	"148"
"DB00800"	"148"
"DB01186"	"148"
"DB06262"	"153"
"DB08808"	"153"
"DB06262"	"154"
"DB08808"	"154"
"DB04842"	"1813"
"DB05271"	"1813"
"DB06288"	"1813"
"DB01589"	"2554"
"DB01595"	"2554"
"DB04871"	"3358"
"DB06144"	"3358"
"DB06594"	"3358"
"DB00589"	"3358"
"DB01186"	"3358"
"DB01191"	"3358"
"DB08896"	"25"
"DB06274"	"4985"
"DB06274"	"4986"
"DB00825"	"4986"
"DB06274"	"4988"
"DB08896"	"4914"
"DB09292"	"4311"
"DB00825"	"162514"
"DB01183"	"7099"
"DB00020"	"6383"
"DB00030"	"94121"
"DB00030"	"1363"
"DB00020"	"1438"
"DB00020"	"1439"
"DB00030"	"1509"
"DB00019"	"1991"
"DB08896"	"2260"
"DB08896"	"2263"
"DB08900"	"9340"
"DB00030"	"3416"
"DB00030"	"3480"
"DB00030"	"3490"
"DB00020"	"3563"
"DB00014"	"3973"
"DB00030"	"4036"
"DB00030"	"4856"
"DB00030"	"5122"
"DB00030"	"5126"
"DB01103"	"5321"
"DB00020"	"5553"
"DB00030"	"5925"
"DB01183"	"1385"
"DB03754"	"262"
"DB06262"	"5053"
"DB06201"	"2915"
"DB01046"	"1181"
"DB00799"	"6257"
"DB01179"	"7153"
"DB00340"	"1129"
"DB00809"	"1129"
"DB06144"	"147"
"DB06262"	"147"
"DB00800"	"147"
"DB01186"	"147"
"DB06144"	"146"
"DB06262"	"146"
"DB00800"	"146"
"DB01186"	"146"
"DB06262"	"150"
"DB06711"	"150"
"DB00589"	"150"
"DB00797"	"150"
"DB00800"	"150"
"DB01186"	"150"
"DB04837"	"3269"
"DB00797"	"3269"
"DB00902"	"3269"
"DB08799"	"3269"
"DB01618"	"3350"
"DB05271"	"3350"
"DB01186"	"3350"
"DB00589"	"3351"
"DB01186"	"3351"
"DB00589"	"3352"
"DB01186"	"3352"
"DB00589"	"3357"
"DB01186"	"3357"
"DB06288"	"3363"
"DB06144"	"3757"
"DB00799"	"5914"
"DB00799"	"5915"
"DB00799"	"5916"
"DB05246"	"8913"
"DB01179"	"203068"
"DB06262"	"155"
"DB08808"	"155"
"DB08804"	"367"
"DB01160"	"5739"
"DB08896"	"7010"
"DB01179"	"7277"
"DB00617"	"8911"
"DB06637"	"3739"
"DB09034"	"3061"
"DB09034"	"3062"
"DB02701"	"683"
"DB02701"	"142"
"DB03754"	"124583"
"DB03754"	"79661"
"DB03754"	"1634"
"DB08896"	"5600"
"DB06210"	"4352"
"DB06196"	"624"
"DB06637"	"3744"
"DB06637"	"3737"
"DB06637"	"3738"
"DB06637"	"3741"
"DB06637"	"3742"
"DB06637"	"3743"
"DB06637"	"3745"
"DB06637"	"9312"
"DB06637"	"3746"
"DB06637"	"3747"
"DB06637"	"3748"
"DB06637"	"3750"
"DB00051"	"712"
"DB00051"	"713"
"DB00051"	"714"
"DB00051"	"715"
"DB00051"	"716"
"DB00051"	"9103"
"DB00051"	"2209"
"DB00051"	"2212"
"DB00051"	"2213"
"DB00051"	"2214"
"DB00051"	"2215"
"DB00041"	"3559"
"DB00041"	"3560"
"DB00041"	"3561"
"DB00091"	"819"
"DB00199"	"213"
"DB00063"	"3690"
"DB00107"	"5020"
"DB00091"	"5478"
"DB00091"	"10105"
"DB00091"	"5535"
"DB00052"	"5618"
"DB00166"	"11019"
"DB00166"	"51601"
"DB00193"	"6530"
"DB00193"	"6532"
"DB00193"	"1131"
"DB00195"	"154"
"DB00193"	"3358"
"DB00193"	"4985"
"DB00193"	"4986"
"DB00188"	"5682"
"DB00188"	"5683"
"DB00188"	"5684"
"DB00188"	"5685"
"DB00188"	"5686"
"DB00188"	"5687"
"DB00188"	"5688"
"DB00188"	"5690"
"DB00188"	"5691"
"DB00188"	"5692"
"DB00188"	"5694"
"DB00188"	"5695"
"DB00188"	"5707"
"DB00188"	"5708"
"DB00036"	"7035"
"DB00048"	"1277"
"DB00048"	"1278"
"DB00048"	"1280"
"DB00048"	"1281"
"DB00199"	"1576"
"DB00036"	"2159"
"DB00036"	"2152"
"DB00036"	"2155"
"DB00043"	"2205"
"DB00039"	"2260"
"DB00039"	"2263"
"DB00039"	"2261"
"DB00039"	"2264"
"DB00199"	"5243"
"DB00036"	"2677"
"DB00040"	"2740"
"DB00040"	"9340"
"DB00036"	"3249"
"DB00039"	"3339"
"DB00046"	"3480"
"DB00047"	"3480"
"DB00038"	"3590"
"DB00043"	"2206"
"DB00039"	"8829"
"DB00166"	"8884"
"DB00193"	"116443"
"DB00199"	"55244"
"DB00199"	"1595"
"DB00199"	"2862"
"DB00199"	"3757"
"DB00233"	"5743"
"DB00207"	"23569"
"DB00233"	"240"
"DB00243"	"6335"
"DB00233"	"30814"
"DB00232"	"759"
"DB00232"	"760"
"DB00232"	"762"
"DB00246"	"1132"
"DB00246"	"1133"
"DB00233"	"1147"
"DB00246"	"151"
"DB00246"	"152"
"DB00246"	"1812"
"DB00246"	"1814"
"DB00246"	"1815"
"DB00246"	"1816"
"DB00241"	"2555"
"DB00241"	"2556"
"DB00241"	"2557"
"DB00241"	"2558"
"DB00241"	"2559"
"DB00246"	"3356"
"DB00246"	"3359"
"DB00246"	"3362"
"DB00222"	"3767"
"DB00243"	"6331"
"DB00206"	"6571"
"DB00245"	"6531"
"DB00209"	"1128"
"DB00215"	"1128"
"DB00245"	"1128"
"DB00246"	"1128"
"DB00246"	"1131"
"DB00237"	"1137"
"DB00241"	"1137"
"DB00237"	"1139"
"DB00241"	"1139"
"DB00215"	"148"
"DB00246"	"148"
"DB00237"	"2554"
"DB00241"	"2554"
"DB00246"	"3358"
"DB00207"	"1576"
"DB00237"	"2891"
"DB00241"	"2891"
"DB00237"	"2898"
"DB00241"	"2898"
"DB00201"	"5142"
"DB00201"	"6261"
"DB00232"	"6557"
"DB00206"	"6570"
"DB00218"	"7153"
"DB00246"	"1129"
"DB00201"	"135"
"DB00246"	"147"
"DB00246"	"150"
"DB00215"	"3269"
"DB00245"	"3269"
"DB00246"	"3269"
"DB00246"	"3350"
"DB00246"	"3351"
"DB00246"	"3352"
"DB00246"	"3354"
"DB00246"	"3363"
"DB00201"	"3708"
"DB00222"	"3758"
"DB00204"	"3768"
"DB00204"	"3776"
"DB00201"	"472"
"DB00201"	"5136"
"DB00201"	"5290"
"DB00201"	"5291"
"DB00201"	"5293"
"DB00201"	"5591"
"DB00281"	"1956"
"DB00284"	"6476"
"DB00270"	"775"
"DB00270"	"776"
"DB00270"	"8912"
"DB00270"	"779"
"DB00270"	"781"
"DB00270"	"9254"
"DB00270"	"783"
"DB00277"	"136"
"DB00284"	"2548"
"DB00284"	"279"
"DB00288"	"301"
"DB00280"	"3751"
"DB00280"	"3752"
"DB00284"	"8972"
"DB00277"	"5141"
"DB00268"	"151"
"DB00268"	"152"
"DB00268"	"1812"
"DB00268"	"1814"
"DB00268"	"1815"
"DB00268"	"1816"
"DB00277"	"3066"
"DB00268"	"3356"
"DB00261"	"5139"
"DB00277"	"5139"
"DB00285"	"6531"
"DB00280"	"1128"
"DB00280"	"1131"
"DB00264"	"154"
"DB00268"	"3358"
"DB00277"	"5142"
"DB00280"	"1129"
"DB00268"	"150"
"DB00268"	"3350"
"DB00268"	"3351"
"DB00268"	"3352"
"DB00268"	"3357"
"DB00277"	"8654"
"DB00316"	"5743"
"DB00308"	"775"
"DB00308"	"781"
"DB00321"	"3274"
"DB00334"	"3274"
"DB00321"	"3751"
"DB00321"	"3752"
"DB00328"	"2739"
"DB00328"	"5468"
"DB00321"	"1132"
"DB00334"	"1132"
"DB00321"	"1133"
"DB00334"	"1133"
"DB00334"	"151"
"DB00334"	"152"
"DB00334"	"1812"
"DB00334"	"1816"
"DB00312"	"2555"
"DB00312"	"2556"
"DB00312"	"2557"
"DB00312"	"2558"
"DB00312"	"2559"
"DB00321"	"3356"
"DB00333"	"3359"
"DB00334"	"3359"
"DB00321"	"3362"
"DB00334"	"3362"
"DB00321"	"3736"
"DB00308"	"3767"
"DB00308"	"782"
"DB00308"	"786"
"DB00308"	"81033"
"DB00308"	"90134"
"DB00308"	"3775"
"DB00308"	"9424"
"DB00290"	"3978"
"DB00290"	"3980"
"DB00289"	"6531"
"DB00289"	"6532"
"DB00333"	"57053"
"DB00321"	"1128"
"DB00332"	"1128"
"DB00334"	"1128"
"DB00321"	"1131"
"DB00332"	"1131"
"DB00334"	"1131"
"DB00312"	"1137"
"DB00312"	"1139"
"DB00321"	"148"
"DB00334"	"148"
"DB00321"	"153"
"DB00334"	"153"
"DB00312"	"2554"
"DB00334"	"2554"
"DB00321"	"3358"
"DB00295"	"4985"
"DB00321"	"4985"
"DB00327"	"4985"
"DB00333"	"4985"
"DB00295"	"4986"
"DB00321"	"4986"
"DB00327"	"4986"
"DB00321"	"4988"
"DB00321"	"59340"
"DB00334"	"59340"
"DB00328"	"145482"
"DB00328"	"11251"
"DB00334"	"3361"
"DB00321"	"3785"
"DB00321"	"3786"
"DB00325"	"4881"
"DB00321"	"4914"
"DB00321"	"4915"
"DB00321"	"10280"
"DB00328"	"5320"
"DB00328"	"5465"
"DB00316"	"5742"
"DB00333"	"116443"
"DB00312"	"2891"
"DB00312"	"2898"
"DB00289"	"2902"
"DB00312"	"2902"
"DB00331"	"5564"
"DB00310"	"6557"
"DB00321"	"1129"
"DB00332"	"1129"
"DB00334"	"1129"
"DB00321"	"147"
"DB00334"	"147"
"DB00321"	"146"
"DB00321"	"150"
"DB00334"	"150"
"DB00321"	"3269"
"DB00321"	"3350"
"DB00334"	"3350"
"DB00321"	"3351"
"DB00334"	"3351"
"DB00321"	"3352"
"DB00334"	"3352"
"DB00334"	"3354"
"DB00334"	"3357"
"DB00321"	"3363"
"DB00334"	"3363"
"DB00381"	"775"
"DB00393"	"775"
"DB00401"	"775"
"DB00381"	"776"
"DB00393"	"776"
"DB00401"	"776"
"DB00381"	"779"
"DB00393"	"779"
"DB00401"	"779"
"DB00381"	"781"
"DB00401"	"781"
"DB00381"	"783"
"DB00393"	"783"
"DB00401"	"783"
"DB00408"	"3274"
"DB00381"	"759"
"DB00363"	"1132"
"DB00376"	"1132"
"DB00387"	"1132"
"DB00408"	"1132"
"DB00363"	"1133"
"DB00376"	"1133"
"DB00408"	"1133"
"DB00363"	"151"
"DB00408"	"151"
"DB00363"	"152"
"DB00370"	"152"
"DB00408"	"152"
"DB00363"	"1812"
"DB00370"	"1812"
"DB00408"	"1812"
"DB00363"	"1814"
"DB00370"	"1814"
"DB00408"	"1814"
"DB00408"	"1815"
"DB00408"	"1816"
"DB00367"	"2099"
"DB00370"	"3356"
"DB00408"	"3356"
"DB00363"	"3359"
"DB00370"	"3359"
"DB00408"	"3359"
"DB00363"	"3362"
"DB00408"	"3362"
"DB00381"	"782"
"DB00393"	"782"
"DB00343"	"786"
"DB00384"	"6337"
"DB00384"	"6338"
"DB00384"	"6339"
"DB00384"	"6340"
"DB00381"	"6609"
"DB00381"	"774"
"DB00393"	"778"
"DB00393"	"784"
"DB00393"	"785"
"DB00381"	"55799"
"DB00398"	"2321"
"DB00399"	"9453"
"DB00407"	"3053"
"DB00407"	"462"
"DB00393"	"4306"
"DB00398"	"5894"
"DB00398"	"5979"
"DB00344"	"6530"
"DB00370"	"6530"
"DB00408"	"6530"
"DB00370"	"6531"
"DB00408"	"6531"
"DB00344"	"6532"
"DB00370"	"6532"
"DB00408"	"6532"
"DB00363"	"1128"
"DB00366"	"1128"
"DB00376"	"1128"
"DB00387"	"1128"
"DB00408"	"1128"
"DB00363"	"1131"
"DB00376"	"1131"
"DB00387"	"1131"
"DB00408"	"1131"
"DB00346"	"148"
"DB00363"	"148"
"DB00370"	"148"
"DB00408"	"148"
"DB00370"	"153"
"DB00408"	"153"
"DB00335"	"154"
"DB00370"	"154"
"DB00370"	"1813"
"DB00370"	"3358"
"DB00408"	"3358"
"DB00351"	"2908"
"DB00370"	"4986"
"DB00363"	"59340"
"DB00408"	"59340"
"DB00408"	"3361"
"DB00398"	"2260"
"DB00350"	"5742"
"DB00363"	"1129"
"DB00376"	"1129"
"DB00387"	"1129"
"DB00408"	"1129"
"DB00358"	"135"
"DB00346"	"147"
"DB00363"	"147"
"DB00408"	"147"
"DB00346"	"146"
"DB00363"	"150"
"DB00370"	"150"
"DB00408"	"150"
"DB00363"	"3269"
"DB00370"	"3269"
"DB00408"	"3269"
"DB00408"	"3350"
"DB00363"	"3351"
"DB00408"	"3351"
"DB00363"	"3352"
"DB00408"	"3352"
"DB00363"	"3354"
"DB00408"	"3354"
"DB00370"	"3357"
"DB00370"	"3363"
"DB00408"	"3363"
"DB00346"	"3757"
"DB00350"	"3758"
"DB00367"	"6715"
"DB00363"	"50632"
"DB00379"	"196"
"DB00393"	"196"
"DB00358"	"3039"
"DB00370"	"11255"
"DB00367"	"367"
"DB00440"	"1719"
"DB00412"	"2182"
"DB00436"	"759"
"DB00436"	"760"
"DB00436"	"762"
"DB00420"	"1132"
"DB00424"	"1132"
"DB00420"	"1133"
"DB00420"	"1812"
"DB00420"	"1815"
"DB00418"	"2555"
"DB00418"	"2556"
"DB00418"	"2557"
"DB00418"	"2558"
"DB00418"	"2559"
"DB00420"	"3356"
"DB00434"	"3356"
"DB00440"	"7298"
"DB00421"	"786"
"DB00421"	"1585"
"DB00421"	"5241"
"DB00454"	"6530"
"DB00454"	"6531"
"DB00454"	"6532"
"DB00420"	"1128"
"DB00424"	"1128"
"DB00434"	"1128"
"DB00454"	"1128"
"DB00420"	"1131"
"DB00424"	"1131"
"DB00434"	"1131"
"DB00418"	"1137"
"DB00418"	"1139"
"DB00420"	"148"
"DB00450"	"148"
"DB00418"	"2554"
"DB00420"	"3358"
"DB00434"	"3358"
"DB00421"	"2908"
"DB00454"	"4986"
"DB00418"	"2891"
"DB00418"	"2898"
"DB00418"	"2902"
"DB00454"	"2902"
"DB00454"	"2903"
"DB00454"	"2904"
"DB00454"	"2905"
"DB00454"	"2906"
"DB00420"	"1129"
"DB00424"	"1129"
"DB00434"	"1129"
"DB00420"	"147"
"DB00420"	"146"
"DB00420"	"3269"
"DB00414"	"3758"
"DB00421"	"6715"
"DB00436"	"3778"
"DB00421"	"367"
"DB00421"	"6462"
"DB00480"	"5743"
"DB00491"	"2548"
"DB00458"	"3751"
"DB00458"	"3752"
"DB00491"	"8972"
"DB00477"	"5004"
"DB00497"	"5004"
"DB00458"	"1132"
"DB00496"	"1132"
"DB00458"	"1133"
"DB00496"	"1133"
"DB00457"	"151"
"DB00484"	"151"
"DB00484"	"152"
"DB00458"	"1812"
"DB00477"	"1812"
"DB00477"	"1814"
"DB00477"	"1815"
"DB00477"	"1816"
"DB00458"	"3356"
"DB00477"	"3356"
"DB00458"	"3362"
"DB00477"	"3362"
"DB00468"	"3783"
"DB00457"	"81033"
"DB00457"	"90134"
"DB00477"	"6609"
"DB00480"	"8600"
"DB00477"	"801"
"DB00480"	"1003"
"DB00480"	"51185"
"DB00468"	"2815"
"DB00482"	"5170"
"DB00458"	"6531"
"DB00476"	"6531"
"DB00458"	"1128"
"DB00477"	"1128"
"DB00496"	"1128"
"DB00458"	"1131"
"DB00477"	"1131"
"DB00457"	"148"
"DB00458"	"148"
"DB00477"	"148"
"DB00458"	"1813"
"DB00458"	"3358"
"DB00477"	"3358"
"DB00497"	"4985"
"DB00497"	"4986"
"DB00477"	"59340"
"DB00461"	"5742"
"DB00495"	"7015"
"DB00491"	"23193"
"DB00491"	"2595"
"DB00458"	"1129"
"DB00496"	"1129"
"DB00457"	"147"
"DB00458"	"147"
"DB00477"	"147"
"DB00457"	"146"
"DB00458"	"146"
"DB00457"	"150"
"DB00477"	"150"
"DB00484"	"150"
"DB00458"	"3269"
"DB00458"	"3350"
"DB00477"	"3350"
"DB00458"	"3363"
"DB00477"	"3363"
"DB00457"	"3757"
"DB00458"	"3757"
"DB00477"	"3757"
"DB00502"	"1812"
"DB00502"	"1814"
"DB00502"	"3356"
"DB00514"	"6530"
"DB00514"	"6532"
"DB00514"	"1135"
"DB00514"	"1136"
"DB00514"	"1137"
"DB00514"	"1139"
"DB00514"	"1141"
"DB00514"	"1143"
"DB00514"	"4985"
"DB00514"	"4986"
"DB00514"	"4988"
"DB00514"	"10280"
"DB00514"	"116443"
"DB00502"	"2904"
"DB00514"	"10857"
"DB00514"	"1536"
"DB00537"	"7153"
"DB00537"	"3757"
"DB00499"	"196"
"DB00540"	"1132"
"DB00540"	"1133"
"DB00543"	"1812"
"DB00543"	"1814"
"DB00543"	"1815"
"DB00540"	"3356"
"DB00543"	"3356"
"DB00543"	"3359"
"DB00540"	"3362"
"DB00543"	"3362"
"DB00543"	"6531"
"DB00540"	"1128"
"DB00543"	"1128"
"DB00540"	"1131"
"DB00540"	"148"
"DB00543"	"148"
"DB00540"	"153"
"DB00540"	"1813"
"DB00543"	"1813"
"DB00543"	"2554"
"DB00540"	"3358"
"DB00543"	"3358"
"DB00543"	"59340"
"DB00540"	"10857"
"DB00540"	"1129"
"DB00540"	"147"
"DB00540"	"146"
"DB00540"	"150"
"DB00543"	"150"
"DB00540"	"3269"
"DB00543"	"3269"
"DB00540"	"3350"
"DB00543"	"3350"
"DB00543"	"3351"
"DB00543"	"3357"
"DB00543"	"3363"
"DB00608"	"7124"
"DB00605"	"231"
"DB00586"	"240"
"DB00608"	"2939"
"DB00605"	"5467"
"DB00572"	"1132"
"DB00572"	"1133"
"DB00575"	"151"
"DB00575"	"152"
"DB00603"	"2099"
"DB00604"	"3356"
"DB00604"	"3359"
"DB00590"	"81033"
"DB00590"	"90134"
"DB00588"	"5241"
"DB00594"	"6337"
"DB00594"	"6338"
"DB00594"	"6339"
"DB00594"	"6340"
"DB00588"	"4306"
"DB00572"	"1128"
"DB00572"	"1131"
"DB00575"	"148"
"DB00590"	"148"
"DB00598"	"148"
"DB00611"	"4985"
"DB00605"	"11251"
"DB00586"	"3785"
"DB00586"	"3786"
"DB00586"	"5320"
"DB00586"	"41"
"DB00594"	"41"
"DB00586"	"6329"
"DB00594"	"6548"
"DB00608"	"54106"
"DB00605"	"5595"
"DB00594"	"26"
"DB00594"	"40"
"DB00588"	"5321"
"DB00594"	"5328"
"DB00572"	"1129"
"DB00575"	"147"
"DB00590"	"147"
"DB00575"	"146"
"DB00590"	"146"
"DB00575"	"150"
"DB00571"	"3350"
"DB00571"	"3351"
"DB00590"	"3757"
"DB00604"	"3757"
"DB00668"	"7124"
"DB00622"	"775"
"DB00661"	"775"
"DB00622"	"776"
"DB00661"	"776"
"DB00661"	"779"
"DB00622"	"781"
"DB00622"	"783"
"DB00661"	"783"
"DB00627"	"8843"
"DB00627"	"338442"
"DB00627"	"4837"
"DB00622"	"5153"
"DB00627"	"23475"
"DB00642"	"1719"
"DB00635"	"3290"
"DB00661"	"773"
"DB00622"	"1132"
"DB00622"	"1133"
"DB00668"	"151"
"DB00668"	"152"
"DB00623"	"1812"
"DB00661"	"3767"
"DB00661"	"782"
"DB00661"	"774"
"DB00661"	"778"
"DB00661"	"784"
"DB00661"	"785"
"DB00622"	"801"
"DB00623"	"801"
"DB00661"	"6331"
"DB00661"	"6532"
"DB00622"	"1128"
"DB00622"	"1131"
"DB00657"	"1135"
"DB00622"	"148"
"DB00656"	"148"
"DB00668"	"148"
"DB00612"	"154"
"DB00656"	"3358"
"DB00652"	"10280"
"DB00642"	"471"
"DB00668"	"5053"
"DB00622"	"1129"
"DB00622"	"147"
"DB00668"	"147"
"DB00622"	"146"
"DB00668"	"146"
"DB00633"	"150"
"DB00656"	"150"
"DB00668"	"150"
"DB00656"	"3269"
"DB00656"	"3350"
"DB00661"	"3757"
"DB00622"	"5136"
"DB00661"	"8913"
"DB00661"	"8911"
"DB00674"	"590"
"DB00741"	"301"
"DB00731"	"5468"
"DB00675"	"5578"
"DB00703"	"759"
"DB00695"	"760"
"DB00703"	"760"
"DB00703"	"762"
"DB00715"	"1132"
"DB00715"	"1133"
"DB00697"	"151"
"DB00714"	"151"
"DB00726"	"151"
"DB00734"	"151"
"DB00697"	"152"
"DB00714"	"152"
"DB00734"	"152"
"DB00679"	"1812"
"DB00726"	"1812"
"DB00734"	"1812"
"DB00714"	"1814"
"DB00734"	"1814"
"DB00714"	"1815"
"DB00734"	"1815"
"DB00714"	"1816"
"DB00679"	"3356"
"DB00714"	"3356"
"DB00715"	"3356"
"DB00726"	"3356"
"DB00726"	"3359"
"DB00703"	"766"
"DB00687"	"4306"
"DB00738"	"1787"
"DB00715"	"6530"
"DB00726"	"6531"
"DB00674"	"57053"
"DB00674"	"55584"
"DB00674"	"8973"
"DB00715"	"1128"
"DB00726"	"1128"
"DB00715"	"1131"
"DB00674"	"1135"
"DB00674"	"1136"
